,names,dates,scores,reviews
17,PtStar,"Feb  5, 2017",3,"I have a few beefs with this game but they're pretty big ""beefs"". One of them is that this game really shouldn't be 40 dollars, or even 60 just because you get a few skins. I believe Team Fortress 2 was 20 dollars by itself when it came out and it was 50 in the orange box bundle that came with Half Life 2 and Portal 2, but you actually owned those games and didn't need to connect to anyI have a few beefs with this game but they're pretty big ""beefs"". One of them is that this game really shouldn't be 40 dollars, or even 60 just because you get a few skins. I believe Team Fortress 2 was 20 dollars by itself when it came out and it was 50 in the orange box bundle that came with Half Life 2 and Portal 2, but you actually owned those games and didn't need to connect to any servers to play the game. You can't even access your settings if you're not connected to the internet. I don't see what justifies Overwatch's price. It hardly has any content at all and the content that it has is flawed. It should honestly be about 20 dollars like Team Fortress 2 was. The add special gamemodes like Lucio ball(basically soccer) and Junkensteins Revenge(AN ACTUAL HORDE MODE THAT PEOPLE WANTED) which were actually unique gamemodes....for a few weeks...and they're never seen again. Why do this? They also have a feature where you can buy loot boxes to unlock cosmetic items, while including the feature to find them via leveling up, which is a total grind fest and you get sprays and voice lines out of them 90% of the time. The feature to find cosmetics via leveling is completely redundant when it takes about an hour to level up once if you're doing decent, and not all of us have the time to sit and play for longer than two hours every single day.

Ranked is very poorly designed. The way ranked works is if your team wins, you go up in rank. If you lose, you go down. And win streaks and loss streaks effect how much you earn and lose. This seems well designed, but then you realize you need to rely on 5 other people to cooperate with you. This doesn't happen very often and people just want to argue or not cooperate at all. Players also like to blame each other and refuse to switch heroes when they aren't working out well. A bastion player will die because he's completely immobile and blame his team, or a Widow/Hanzo will never kill anybody because of a massive rein shield or their Winston keeps jumping them, and then they blame their healers or even the whole team when they were the ones in a bad position as bad heroes for the situation. These players end up leaving eventually in the middle of the game, and then the enemy team ends up with a man advantage and the game becomes even more one sided because backfilling isn't allowed in ranked.

Quickplay is almost exactly identical, but doesn't involve ranks. There's also the added benefit of being roasted by your team whenever you ask them to switch or to simply stand behind your Reinhardt shield(so they don't die) because ""bruh it's just quickplay"", which is just excuse to perform poorly.

And then there's arcade mode which is horridly unbalanced and only exists to make it look like there's more content, but it's literally just quickplay with randomizer, except for the 3v3 mode. I'll admit that 3v3 is pretty fun at times, but that's only when you have a friend or land with somebody who cooperates, which isn't often because arcade mode is a barren wasteland and it takes 5 minutes just to find a game. The special capture the flag game mode right now is absolutely broken and ends in a draw about 90% of the time it seems unless the enemy team is stacked with people in a group, which is honestly the only way to really have fun or win consistently in this game.

The only good thing I really like about the game is some of the characters themselves. The characters have a lot of personality and different skills to make each one unique, but some, while not broken, are not enjoyable to play against. Mei and Symmetra are the biggest offenders of this(And D.va before the January patch). Mei is capable of placing down an ice wall which can separate players from their team so they get singled out by the team. It's very hard to overcome this on certain maps without a cooperating team, which you usually won't have. On top of that, her gun slows and freezes enemies which sets up for an instant kill on most heroes. She's typically called one of the best one on one heroes in the game just because of this, only really beaten by Mccree. On top of that, you have Symmetra who can easily 1v1 most flanking characters that could potentially deal with Mei, as Symmetra has a lock on weapon that melts most heroes like ice cream and has a surprisingly long range that can reach you while you're on the other side of a truck after it's already locked onto you. You have to severely outplay the Symmetra if you get caught by surprise as most of the heroes in the game. These characters aren't necessarily overpowered. Symmetra isn't that good in fact, but they're still not fun to play against and they'll win a 1v1 fight in most cases just because you didn't see them first.

The game lacks content, has bad matchmaking flaws, and toxic players. The game can be fun with friends, but it's just very bare bones and below average for a 40 dollar price, or $60 for some reskins. GG Blizzard.… Expand"
18,M_Ridcully,"Feb  3, 2017",0,"Absolute garbage. What's the point of having 23 characters when the same broken OP ones get picked every game? And Blizzard couldn't design a matchmaker to save their lives. Between this, Starcraft 2 and their recent efforts in WoW, it's obvious they really don't belong in the business of making PVP games anymore."
19,Old_Huntress,"Feb  2, 2017",6,"In short: good game, but gets old quickly (even with updates) mainly due to its simplicity.

At the first glance, the game is very good: distinct and colorful visual style, diverse cast of characters to play, admirable amount of polish and quite a few maps. It is important to note that Blizzard doesn't abandon the game and continues to add new maps, game modes and characters free ofIn short: good game, but gets old quickly (even with updates) mainly due to its simplicity.

At the first glance, the game is very good: distinct and colorful visual style, diverse cast of characters to play, admirable amount of polish and quite a few maps. It is important to note that Blizzard doesn't abandon the game and continues to add new maps, game modes and characters free of charge (so far). This is a shooter, but there are ""aim in the general direction"" characters, so, even if your accuracy isn't that good, you won't feel helpless. Playing with friends is preferable, but going solo doesn't really ruin the experience either, since the community isn't all that bad. Sure, you can run into some toxic players once in a while, but they can be muted, chat can be hidden and those players themselves reported (although, reporting system is far from perfect - 5 premades you play with can easily gang up on you). Matches are quick (usually 5-10 minutes long), so even if you lose, you don't really feel the blow. Matchmaking is on and off kind of deal - if you play in off peak hours, your chances of being stomped or run into some inadequate players increase; in peak hours, it's rare, but still happens once in a while.

However, after having played around 100+ hours, the game's lack of depth is starting to show. The characters are pretty straight forward - once you've learned how their gun and abilities work, you have nothing new to discover. Same goes for the maps. After a certain amount of time, you know how the match will unfold, where the enemy will come from (sometimes even in what formation) before it even begins. It gets tiresome even though I didn't play this game on daily basis for hours at a time. Despite Blizzard's continuous support of the product and updates, there isn't anything that would make the game feel interesting again (I liked Halloween Terror, but that was an event - can't play it now).

Overall, the game is good, but designed for more casual play. If you want something you can play once in while, have a bit of fun and be done with it - you should buy it during the sale (I'd recommend going for standard editions, since the skins in the Origins edition aren't even that good). If you're looking for a game with high learning curve, complicated mechanics that can still give you something new even after hundreds of hours played, you better look elsewhere. In the end, I got my money's worth, but there are f2p titles that can do basically the same thing (TF2, Paladins).… Expand"
20,jacksonishere,"Feb  2, 2017",0,"This game is easily the worst game I've ever played. The matchmaking is so unfair it's laughable and Jeff Kaplan and the retards at blizzard have no intention of making it any better. Some of the characters have 0 use in the game and are troll picks and other heroes are so OP they are played every single game. after thousands of hours I've never played against players who don't know whatThis game is easily the worst game I've ever played. The matchmaking is so unfair it's laughable and Jeff Kaplan and the retards at blizzard have no intention of making it any better. Some of the characters have 0 use in the game and are troll picks and other heroes are so OP they are played every single game. after thousands of hours I've never played against players who don't know what to do or who to pick or how to play but somehow I get the WORST POSSIBLE teammates on my team literally every **** game(so sad).

There's a stats app that shows how well you do in each game and my stats say I play better than 99% of players but my rank is Silver which is second from the worst. Hilarious. Idk if blizzard can make a good anymore. D3 = total **** hearthstone = beyond garbage and WoW hasn't been fun since 70 launch. I honestly don't think blizzard could make the game any worse. Better than that half the time when I go to join a game it kicks me out and won't let me rejoin(the button breaks x'D) and I have to relaunch the **** game just to be able to rejoin and then after I do all that AND rejoin the game the server closes down and it gives me A **** LEAVE and I can't play for 30min. **** THIS GAME. It is BEYOND trash and wouldn't even be worth the time to play IF IT WAS FREE.

I mean there are free to play shooters that are WAY better than this game. On top of that, I paid 200+ dollars(after buying a few loot boxes after launch) all WASTED. I've uninstalled that piece of **** and if I had a physical copy of the game I'd burn it. **** Blizzard **** Jeff Kaplan and **** whoever else ruined what could have been a fun game to play.

Please do yourself a favor and spend your money and time elsewhere. Blizzard trying to make an esport out of this POS x'DDD who the **** wants to watch that?! Retards on twitch might but not me that's for sure. I really feel sorry for people who are taking this game seriously because of the lag, retard teammates and unfair matchmaking system is here to stay.

Dear Jeff Kaplan, kill yourself. It's the only way out.… Expand"
21,wavegab,"Jan 31, 2017",0,Overwatch is a shooting game which literally requires no aim. Blizzard is trying so hard to have a bigger player base  they decide to develop some 0-skill heroes so that more players will join. Nice try though.
22,malv83,"Jan 29, 2017",6,"Overrated. Shallow rock, paper, scissors character combat on narrow confined maps. Teamwork is an illusory in most instances. Lots of special chargeups which are too effective at clearing out a capture point of enemies negating a solid defense. Most chargeups don't seem very difficult to play super effectively.

Frankly, I am not really sure what separates a good player from a poor oneOverrated. Shallow rock, paper, scissors character combat on narrow confined maps. Teamwork is an illusory in most instances. Lots of special chargeups which are too effective at clearing out a capture point of enemies negating a solid defense. Most chargeups don't seem very difficult to play super effectively.

Frankly, I am not really sure what separates a good player from a poor one in this game. It seems that hitting enemies and dealing massive damage is fairly direct and easy to do. There doesn't seem much in the way tactical opportunity given the map designs. Not a whole lot you can really do apart from mob with your teammates down a fairly narrow path and confront the enemy mob head on.

I think the only aspects of this game which have merit are the art and code. The game is very attractive and delivers solid performance on old hardware. That said, gameplay-wise this game is a mess. I can only surmise that Blizzard bought the high reviews for this game. I honestly don't see how anyone could consider this game to be exceptional.

Giving that I feel I've been duped out of $20 based on full of bs reviews I'm going to give it a lower score than I would have otherwise.… Expand"
23,marbellous,"Jan 29, 2017",1,"An unbalanced mess.

Overwatch may look fun from an outside perspective, however don't let this game fool you.
- 2-3 minute queue wait times.
-  Terrible matchmaking.
-  Atrocious ping times reaching 1500!! - specifically when in a competitive match
-  Pairing with bronze players against gold or higher in competitive.
-  A loss in competitive makes you lose a full rank.
-  AllAn unbalanced mess.

Overwatch may look fun from an outside perspective, however don't let this game fool you.
- 2-3 minute queue wait times.
-  Terrible matchmaking.
-  Atrocious ping times reaching 1500!! - specifically when in a competitive match
-  Pairing with bronze players against gold or higher in competitive.
-  A loss in competitive makes you lose a full rank.
-  All other loot box items are unwanted other than skins.
- Team composition at the time of writing must consist of 7 of the 21 playable characters.
- Toxic player base, akin to that of COD
- Few game modes
- Multiplayer maps are quite boring after a couple rounds, there are only 8 (game has been out for almost a year and a half now)

Overall, pass, play something better this game is not worth your time.… Expand"
24,Tarles44,"Jan 29, 2017",10,"I don't really know why too much people are hating this game, it's fun, the matches are different depending of which hero are you using, i've spent around 250 hours playing and it's still cool to me. I know this game it's perfect but c'mon it's something ""fresh"" comparing to all the generic shooters outside."
25,FromKanga,"Jan 29, 2017",8,"I like it a lot, but I do understand why so many people dislike it.
Yes the fan base is terrible and again yes it's completely stupid that this game had so little content at release (for 60 bucks).

But I'm okay with that, because the game itself is really fun, every match feels different from the other, the fact that you have a lot of different characters to choose from gives a lot ofI like it a lot, but I do understand why so many people dislike it.
Yes the fan base is terrible and again yes it's completely stupid that this game had so little content at release (for 60 bucks).

But I'm okay with that, because the game itself is really fun, every match feels different from the other, the fact that you have a lot of different characters to choose from gives a lot of variety.
So the gameplay is really good, it's dynamic, fast, fluid and really enjoyable.
And this game has a lot of personality, so there is a lot to like.

In conclusion, I love this game, I know that the amont of content is poor and some fans are really annoying, but if you can forgive that, then you'll experience one of the best muliplayer games of 2016.… Expand"
26,PartyTimeMentat,"Jan 25, 2017",0,What happened to Blizzard? It's all style over substance now. It's really mind-boggling how one of the best devs ever became one of the most monumentally stupid ones. Never buying another Blizzard game.
27,extremext,"Jan 23, 2017",0,"Game is worth a 6 at best. Limited maps. POTG is broken. The matchmaking is broken, occasionally you face bronze opponents. Other times you face 2 or 3 diamonds.  No single player. of all the characters only a few are worth playing in competitive. Also the game still doesn't handle idle/afk or players who deliberately bomb competitive matches."
28,IronDeHavilland,"Jan 22, 2017",0,"If I wanted to babysit mentally handicapped children, I'd volunteer with Big Brother Big Sister. Pretty sure it would be a lot more fun than this game."
29,Ver3sk,"Jan 21, 2017",0,"It's a poorly made game that was supposed to be F2P, with a lot of design flaws, poor balance, short list of playable heroes and maps. It's a shame Blizzard is making such kind of games these days. Save your money for literally anything else."
30,alihsaad,"Jan 21, 2017",10,"Awesome team based hero FPS. It's like TF2 but with more colorful environments. The game could use more variety in terms of gameplay, but doesnt have to do with the characters at all, more with the game modes themselves. I'd say it's pretty well balanced with a tank meta at heart."
31,Rozza,"Jan 19, 2017",3,a lot of bugs for a 40 dollar game from a game company i heard great things about if they wanted to make a good game instead of a 40 dollar beta they should have released it mid this year maybe
32,LiGhtBurn80,"Jan 17, 2017",10,"Vraiment un très bon jeu avec plus de 300h de jeu je ne me suis jamais ennuyer, le jeu peut tourner même sur des pc de basse qualité. malgré un prix de 30 euro le jeu na rien a jalouser a tf2 avec c'est arme payante ..... (ez les rageus) alors que la en payent les 30 euro on a tout ce qui fait des ce jeu un bon jeu des personnage haut en couleur un gameplay au petit oignon et une trèsVraiment un très bon jeu avec plus de 300h de jeu je ne me suis jamais ennuyer, le jeu peut tourner même sur des pc de basse qualité. malgré un prix de 30 euro le jeu na rien a jalouser a tf2 avec c'est arme payante ..... (ez les rageus) alors que la en payent les 30 euro on a tout ce qui fait des ce jeu un bon jeu des personnage haut en couleur un gameplay au petit oignon et une très bonne communauté ! donc malgré l’absence de campagne solo rattraper par le super travaille de cinématique de blizzard , et des petit problème de serveur et de hit box aujourd'hui régler le jeu est excellent !… Expand"
33,SlackIsBack,"Jan 15, 2017",1,Cheap class-based team game that tries to be TF2 with less depth. Matchmaking is by far the worst aspect of this game with the way it constantly places you with people vastly below or above your skill level. The game is much less of an FPS and more of an MOBA-style ability spam fest. Short matches and long wait times between matches leaves you frustrated and feeling like your time is being wasted.
34,makomunis,"Jan 14, 2017",0,"THE GAME SUCK SO GOOD THAT CAN EASY FIND A JOB IN A BURDELO.

""I spent about 150+ hours on Overwatch thinking, ""Hey, this feels like a terrible version of TF2, why did they ripoff the class types and the animation style but none of the clever maps or character balance?"" ""...BLABLA"
35,Darkly_Tranquil,"Jan 12, 2017",10,"Overwatch is a masterpiece of design, presentation, and attention to detail, and while its far from a new idea, its sheer polish and style make it hard not to love. The game looks, sounds, and runs incredibly well, which is a testament to the near unrivaled technical skill of the Blizzard team.

As someone who has never really delved into a dedicated PvP game before, and has in factOverwatch is a masterpiece of design, presentation, and attention to detail, and while its far from a new idea, its sheer polish and style make it hard not to love. The game looks, sounds, and runs incredibly well, which is a testament to the near unrivaled technical skill of the Blizzard team.

As someone who has never really delved into a dedicated PvP game before, and has in fact studiously avoided them, the fact that Overwatch managed to lure me in and make me appreciate the appeal of this type of game for the first time is the biggest tribute I can give it. If you're someone who generally avoid's PvP games, I would say give it a shot, as its about as noob friendly as a game like this can get, while still having plenty of scope for improvement if you find yourself wanting to put in the work to ""git gud"".… Expand"
36,Broyax,"Jan 10, 2017",0,"Un clone à deux balles de Team Fortress 2 vendu 60 boules (le prix Blizzard comme par hasard) dont le contenu et les mécaniques sont celles d'un free to pay ou presque ! On ne doute de rien chez Blibli et on a jamais douté de rien d'ailleurs : lorsqu'il s'agit de tondre du mouton en masse, on ne va pas apprendre au vieux singe à faire la grimace (vieux dicton de lama).

A cette arnaque àUn clone à deux balles de Team Fortress 2 vendu 60 boules (le prix Blizzard comme par hasard) dont le contenu et les mécaniques sont celles d'un free to pay ou presque ! On ne doute de rien chez Blibli et on a jamais douté de rien d'ailleurs : lorsqu'il s'agit de tondre du mouton en masse, on ne va pas apprendre au vieux singe à faire la grimace (vieux dicton de lama).

A cette arnaque à peine dissimulée et maquillée comme une voiture volée s'ajoute le foutage de gueule graphique puisqu'Overwatch est gaulé comme un f2p (un fils de p ?) en 256 couleurs qui fait presque concurrence aux jeux smartphones afin d'appâter les neuneus drogués à leurs habituels f2p et autres jeux ""e-sports"" plus ou moins gratuits et/ou indés.

Ce qui peut sembler paradoxal mais le ""prestige"" de Blibli et l'idolâtrie des fouille-merdes (euh de nos chers amis de la presse) fait le reste. De ce fait, la faible exigence technique permet de faire tourner cette petite bouse sur n'importe quelle poubelle, un élément primordial pour râtisser au plus large. Tout comme les Diablol.

Le ""jeu"" en lui-même est en mesure d'attirer le troupeau bêlant lambda ainsi que la kévinerie habituelle des FPS multi-joueurs. Un produit propret, bien formaté et conçu entièrement comme une énorme opération marketing et tant pis si c'est juste nul à chier en fait, on est plus à ça près.… Expand"
37,RedBioHawk,"Jan  9, 2017",0,"This game started out great, then it became dull,
It's not for everyone, and it can sometimes cause huge anger and frustration because of the matchmaking system.
I don't regret buying it as it was great when it first came out, but I probably won't play it much anymore, I'd like to check out better games than wasting my time playing more Overwatch."
38,BAUMFX,"Jan  3, 2017",0,"A serie with alot of hype, mainly because it is a Blizzard game with their ""Blizzard polish"". This game is fun, but won't have a long longevity for me after spending a decent amount of hours(around 100) playing this game. I will explain it as short as possible for the people who wants quick and short reviews to compare it with each other:
sadf  adsf asdf asf erg eg eg dg df rt hgrt hgd shA serie with alot of hype, mainly because it is a Blizzard game with their ""Blizzard polish"". This game is fun, but won't have a long longevity for me after spending a decent amount of hours(around 100) playing this game. I will explain it as short as possible for the people who wants quick and short reviews to compare it with each other:
sadf  adsf asdf asf erg eg eg dg df rt hgrt hgd sh sdthfd th fgdh dfg hdft hfdt… Expand"
39,xaneyron,"Jan  3, 2017",0,"Don't buy it! Blizzard don't care about this game! Lokk at forums, for mounth we have fps drops, and nothing is still done! They got our money, and then **** on us. Don't buy, don't play, show them that we care, and we want normal treatment!"
