,names,dates,scores,reviews
10,Levin,"Jul  6, 2016",4,"The attempt is not bad. Its a game based on tons of fun and interesting characters. Each character has unlockable tags they can spray on walls, voicelines, victory poses, skins etc. It has quite a few levels to play in and the graphics are really nice. A great game then, by the sound of it? Well, not quite. Balance is a huge issue, matchmaking another. Level design is also poor. GameThe attempt is not bad. Its a game based on tons of fun and interesting characters. Each character has unlockable tags they can spray on walls, voicelines, victory poses, skins etc. It has quite a few levels to play in and the graphics are really nice. A great game then, by the sound of it? Well, not quite. Balance is a huge issue, matchmaking another. Level design is also poor. Game design also has its flaws, but not terrible. When matchmaking throws you into a fight, alone in your team against six in the opposing team, the round ends in just seconds and you are punished with a defeat in your ""season"", whatever that is... then you are left with that odd feeling (is this the beta? I paid money to play this). This is not Blizzards courtyard, yet. Once Overwatch 2 or 3 hit the shelves, I think that those might be really good games.… Expand"
11,Saikron,"Jul  6, 2016",5,"It seemed too good to be true that there are 20-something balanced heroes in OW, so I had to pick up the game and find out for myself. It's technically correct that the heroes are all varied and balanced, but the way Blizzard has balanced them has been to make them all have fairly glaring weaknesses that need support.

There are other games that are perfectly balanced where you stillIt seemed too good to be true that there are 20-something balanced heroes in OW, so I had to pick up the game and find out for myself. It's technically correct that the heroes are all varied and balanced, but the way Blizzard has balanced them has been to make them all have fairly glaring weaknesses that need support.

There are other games that are perfectly balanced where you still feel like you can make a big difference in a game, but in OW if the teammate you need to support you fails you're going to fail too without question. Players are essentially cogs in Blizzard's team synergy machine (but they're such well balanced cogs!).

I think a great point of comparison is Evolve, which many critics said was too simplistic. OW is by any measure more simplistic than Evolve, except to maintain fake balance your abilities don't do anything compared to what they would in Evolve. If you don't do something about the Shield Beam in Evolve, the monster will lose without question, and when the Support goes down if the monster can't keep him from getting revived that can be game over. In contrast, Zarya in OW has a shield that lasts like 2 seconds. Big **** deal. Reinhardt's shield can be broken by Bastion in like 3 seconds - but it's never just Bastion, is it?

I can't explain why I keep playing it.… Expand"
12,time4b,"Jul  5, 2016",5,"What started out as an awesome 100% game of the year has taken a turn for terminal, competitive mode is toxic and badly done, don't even bother with it till Blizzard fix their abortion."
13,zipikaya,"Jul  5, 2016",6,"It's a decent game for a few hours of fun. Somewhat hefty price tag all things considered. Game play is solid, what really is lacking is map design in my opinion."
14,Ezlome,"Jul  4, 2016",4,"Veamos.... Overwatch un FPS con toques de moba que no es para tanto, las mecánicas tienen su aquel (siempre depende de la gente que toque en el equipo), el precio... bueno espere su tiempo para que pusieran el competitivo y no el precio esta muy desorbitado, la variedad de contenido.... no opinare ya que se supone que pondrán mas (pero actualmente es tan escaso como el agua en elVeamos.... Overwatch un FPS con toques de moba que no es para tanto, las mecánicas tienen su aquel (siempre depende de la gente que toque en el equipo), el precio... bueno espere su tiempo para que pusieran el competitivo y no el precio esta muy desorbitado, la variedad de contenido.... no opinare ya que se supone que pondrán mas (pero actualmente es tan escaso como el agua en el desierto), como punto final, y más que nada pensamiento es que el juego se esta (quizás no se la palabra correcta pero bueno) sobre valorando, si profundizo mas, seria que lo ponen demasiado alto para lo que es.

(Con el paso del tiempo actualizare esta critica y según yo aconsejo que no lo compréis tan rápido que esperéis un par de muchos, muchos meses) Que tengan una vida feliz.… Expand"
15,21grams,"Jul  4, 2016",5,"Note: I'm updating my review with the addition of competitive mode (updated part of review is in ""UPDATE"" section.

It's a nice shooter from Blizzard, not to serious, not to cheesy. For me, person who hates military shooters this title suits well. The game is very fast paced and there is always some action going on, which is great.
Pros:
- Pretty good and consistent artstyle
- CoolNote: I'm updating my review with the addition of competitive mode (updated part of review is in ""UPDATE"" section.

It's a nice shooter from Blizzard, not to serious, not to cheesy. For me, person who hates military shooters this title suits well. The game is very fast paced and there is always some action going on, which is great.
Pros:
- Pretty good and consistent artstyle
- Cool heroes with distinct abilities
- Fluid and polished combat
- Simple to pick up, but has enough depth to not get bored quickly
- Great performance even on older machines
- Engaging gameplay centered on objectives.

Pros:
- Game suffers from not that good netcode with only ~20Hz tickrate
- No ranked (competitive mode) on release (being reworked and patched in at a later date)
- Hero stacking can be frustrating at times

One more thing is that people complain about it's business model. Personally I like buy to play model, with some cosmetic micro-transaction. If this had pay-walls or grind-walls with f2p model, I would not even play it. I hate that in hearthstone and hate that in Heroes of the Storm. With Overwatch, you can take few months break and don't fall behind compared to other people - all heroes (including upcoming ones) are available right of the bat, same goes for maps and game modes and what not - basically all content, apart cosmetics (which is not any in-game advantage whatsoever).

But this is fun game, especially to play with friends (but it's okay too when playing with random people). If you look for hardcore competitive game with advanced mechanics and lot of depth - this games is probably not for you, in other case - I can recommend it.

UPDATE!!! (mostly about competitive mode)

I initially gave it weak 8/10. But since Blizzard patched in competitive mode (aka ranked system) I've decided to update my review.

Basically competitive mode is in broken state. There are serious bugs (or maybe design choice) related to how your rank progression is calculated. As notable example, if you win the competitive game, and there is a leaver (person who abandoned game), regardless if you are on affected team or not, in any winner gets barely no rank progress (in comparison on average it's more than 50% of rank progress, with a leaver it's less than 10%), but you always lose full amount of progress regardless if some leaver screws your game. 1week in, still no response on this issue. Additionally, people with 60% or greater winrate can fall in ranks just like that.

Matchmaking is terrible, especially for solo people and small party groups. Most games are either you stomp the enemy or you are being stomped. Close games are scarce.

The competitive mode is plagued with leavers (which can basically can leave as they please, because you have to abuse it to get even slightest penalty), griefers (who basically play the game their own way ignoring team's interest), trolls and all kind of people that will ruin you the fun of competing with other players.

On top of that if game ends in draw, you basically play a coin flip, because draw is played on asymmetric map, where one side gets attack and other defense (that is not 50/50 chance to win).

It's not a super competitive game when you go heavy try-hard mode, but competitive mode is competitive, even with casual aspects, but in current iteration it's absolutely broken and it will cause you only frustration due to multiple bugs and/or design flaws. Because the only long-term value is competitive mode (which should give you progression system and goals to achieve) and it's broken I'm changing my verdict from 8 to 5/10. Even if you look at this game more casually and intend to play just like 1-2 weeks per season, still some things can't be ignored and I eventually would not recommend it at this point.… Expand"
16,zelloxy,"Jul  4, 2016",2,"It was a fun casual game that you could play for a few hours a few solo or with a friend. But now that ""competitive"" is out, the community has gone to sh*t and the MMR (match making rank) is utterly horrible. How can a game that allows you to join as a single player not even reward you one bit even though almost carry the team and end up loosing? If you do not join as a premade as of nowIt was a fun casual game that you could play for a few hours a few solo or with a friend. But now that ""competitive"" is out, the community has gone to sh*t and the MMR (match making rank) is utterly horrible. How can a game that allows you to join as a single player not even reward you one bit even though almost carry the team and end up loosing? If you do not join as a premade as of now this game mode is not for you.… Expand"
17,Constipator,"Jul  3, 2016",1,"The majority of the user reviews are people that are delusional enough to think that anything blizzard makes is worthwhile.

Sticking with Blizzard games since Diablo 2, Stracraft, and Warcraft 3 I've grown impressed. WoW was something that did suck the soul out of my life for years. Now for me lately a majority of their games have not been hitting desirable marks. Pretty much everyThe majority of the user reviews are people that are delusional enough to think that anything blizzard makes is worthwhile.

Sticking with Blizzard games since Diablo 2, Stracraft, and Warcraft 3 I've grown impressed. WoW was something that did suck the soul out of my life for years. Now for me lately a majority of their games have not been hitting desirable marks. Pretty much every expansion after WotLK was a disappointment and Diablo 3 just didn't live up to expectations. I keep telling myself ""they'll do something their player base will like, they care about their players..."" when in truth it doesn't seem like they really care about their players, even after they get kicked in the nuts like they did with the WoD expansion. I played a lot of HotS but overall i feel satisfied with the experience, too. This game is already acknowledged for it's toxic community, I feel like they had a missed opportunity with the cards after match where instead maybe they could elect people who had some beneficial effect for their team, such as a selfless character swap to help the team out. Also, the inclusion of taunts feel pointless if it's going to last for about 3 seconds and I die almost immediately when using it.

Now that was about the report card I gave blizzard, now to get to Overwatch. Also KEEP IN MIND this game has been in development for a while. All because they cancelled Titan doesn't mean they IMMEDIATELY went to the press to say they'd work on OW instead.

The good:

Pixxaresque animation

Characters with personality and backstory

Music

The bad:

Inconsistent hit boxes(such as roadhog hooks that hook people around corners)

I'm not sure if this is the same as above but there may be a delay in game or inconsistent animation timers such as Zarya's bubble

the game's balancing issues around snipers damage, mei, reaper, tracer, genji, zarya(maybe her shield buff duration is just a glitch) mercy ult, and

since the game is more about heroes working together it seems questionable that they allow multiple of the same heroes. this concept is also rather game breaking as the double reinhardt, 3 bastion, and lucio set up. because of things like this some defenses are impenetrable due to poor balance.

the inclusion of taunts no one will see except when bored waiting for match to start… Expand"
18,jjoossee,"Jul  3, 2016",0,"There's a good game buried in Overwatch, but it is grossly overshadowed by one of the worst match making mechanics around. Enforcing a 50% win rate, you will have frustrating, boring match after frustrating, boring match. Even if, somehow, you get a decent one, a rarity, the lack of maps will quickly make this game a dull use of forty dollars."
19,wilkow,"Jul  3, 2016",3,"perhaps worst competitive play system ever imagined.  Super penalties for losing, no reward for winning.  Matchmaking is awful.  Being late from launch, no excuse for this level of bad."
20,Chris_DK,"Jul  3, 2016",0,"The community is god damn toxic and unbearable, I love Overwatch and I have played it since release but the community is seriously ruining the experience."
21,AppleBreen,"Jul  2, 2016",0,"I bought Overwatch a week ago and played quite a lot. The reason why i bought this game was just because my friend literally worshiped this game and told me that it's even better than Hats Sim- sorry, Team Fortress 2 and.. better if i didn't listen to him. The graphics are great (though design is too childish), gameplay is quite fun at first time but longer you play - more bored you get. II bought Overwatch a week ago and played quite a lot. The reason why i bought this game was just because my friend literally worshiped this game and told me that it's even better than Hats Sim- sorry, Team Fortress 2 and.. better if i didn't listen to him. The graphics are great (though design is too childish), gameplay is quite fun at first time but longer you play - more bored you get. I would also want to mention a bad netcode, poor hit-detection, broken matchmaking system which throws you to the worst players possible. I can't carry a team (mostly i get golden medals for every match. Believe or not) of people who barely do the objective and think it's some sort of team deathmatch. Lose streaks are depressive and exhausting. Also, lack of content. I don't think Overwatch is worth of its money at the moment. Don't buy it yet (or at all) and save your nerves.… Expand"
22,Manjisan13,"Jul  2, 2016",7,"Team Fortress : Waifus edition.

To be fair:  It is an entertaining game but I miss a lot of story and lore of the charachters.

the game should have been free...like LOL, Wargaming, and other"
23,gdoub42,"Jul  2, 2016",9,"When I first saw Overwatch last year I didn't think much of the game, just thought it was another Team Fortress 2 rip off. But now that I had a friend convince me to buy it I realize that it is so much more than that. Each character feels like it had so much thought put into it and it amazes me. My personal favorite is Tracer, she's a great distraction while my team continues to do theWhen I first saw Overwatch last year I didn't think much of the game, just thought it was another Team Fortress 2 rip off. But now that I had a friend convince me to buy it I realize that it is so much more than that. Each character feels like it had so much thought put into it and it amazes me. My personal favorite is Tracer, she's a great distraction while my team continues to do the objective. This game is so fun I enjoy playing as a support character, which i'm typically terrible at. Like Lucio doesn't even feel like a support character even though he is great at it with his health and speed boosts. This game really started to get hype and I didn't want to believe it but now I can't stop playing it. The only reason its not a 10 is because it's pretty expensive for a game with no single-player mode. So if you happened to like Team Fortress 2, I suggest buying this game… Expand"
24,jonno1,"Jul  1, 2016",0,"how to create a game in few simple steps:
1) take every little mechanics of various game and copypaste them on your,creating one would require skills and talent
2) tell everyone you did this to ""make everyone comfortable"" with the game
3) use ""amazing charecterization"" such as ""this is the badass"" ""this is the good guy"" and so on because you don't want to spend time and effort creatinghow to create a game in few simple steps:
1) take every little mechanics of various game and copypaste them on your,creating one would require skills and talent
2) tell everyone you did this to ""make everyone comfortable"" with the game
3) use ""amazing charecterization"" such as ""this is the badass"" ""this is the good guy"" and so on because you don't want to spend time and effort creating a story mode
4) oh wait, you can! Just relase some cheap ass comics.Tf2 did that and look how it torned great
5) say it is competitive because why not.Despite having rock-paper-scissor kind of class
6) add some ass and **** to create fanservice and a pointless flamewar to get attention

enjoy :)… Expand"
25,Greenicey,"Jul  1, 2016",8,"For someone who avoids shooter like the plague most of the time, this one really has me hooked. While I wish I didn't have to figure out the story and character motivations through the game's wiki, I do like all the details Blizzard has loaded this game with. Even with the game just launched Blizzard has worked hard to listen to players and make adjustments, 99% of which have been for theFor someone who avoids shooter like the plague most of the time, this one really has me hooked. While I wish I didn't have to figure out the story and character motivations through the game's wiki, I do like all the details Blizzard has loaded this game with. Even with the game just launched Blizzard has worked hard to listen to players and make adjustments, 99% of which have been for the best. It's a great looking game that actively tries to balance itself while still making every character fun and unique.… Expand"
26,rorra,"Jul  1, 2016",5,"Its a fun game, and its well done, nobody can complain about it.
But the game is incomplete, U$S 60 for an incomplete game doesn't make sense, it should continue being in a beta state until the can complete it.
I would advice to not buy the game until a year or two once they complete it and lower the price."
27,nickname740,"Jul  1, 2016",0,"well,this game could be fun,it could be a game you play 1h in a week with friends.But no,this game is pretentious,it wants to be competitive,it wants to be 40€,such a shame."
28,freandolf,"Jun 30, 2016",0,"i seroiusly don't know what to say,everyone has already said everything about this **** balance, sexual exploitation of female character, just being tf2 with waifus.just stop playing it pleas"
29,markgatt,"Jun 30, 2016",0,"overwatch:the scientific proof that you can have a succsesfull game basing yourself on porn,without even having porn on it ;);););););;);););););););)"
30,Balian,"Jun 30, 2016",6,"After playing a lot of hours at this game, I must say one thing, the game is really fun the first hours, but, Im level 65 and It's very very boring play the same maps and the same game modes, this game needs content right now"
31,AuldWolf,"Jun 30, 2016",0,"I really don't like how it objectifies women to bring in skeevy perverts who brag about their in-game 'waifus.' I mean, it has one woman with no pants and stripper boots, it has another with a mecha thong, and the less said about Widow Maker, the better.

Also, there's a questionably unethical undercurrent in how every one of the women has this idiotic, asinine, childish backstory aboutI really don't like how it objectifies women to bring in skeevy perverts who brag about their in-game 'waifus.' I mean, it has one woman with no pants and stripper boots, it has another with a mecha thong, and the less said about Widow Maker, the better.

Also, there's a questionably unethical undercurrent in how every one of the women has this idiotic, asinine, childish backstory about how they didn't age. Cryogenically frozen! Stuck in a time vortex! Injected with Captain America drugs! You will facepalm every time. Every. Single. Time. (These aren't spoilers, they exist in the lore outside of the game.) Being an ethical person who cares about equal representation rights, I'd ask where the objectified men and older women are. They're not there. There are lots of games out there with a much more genuinely diverse cast of characters, and without all of this skeevy sexism intended to result in porn.

Did you know that major porn sites had to block 'Overwatch' searches and uploads because it was getting out of hand? It was all over the gaming news because it pretty much exemplifies what Overwatch is about. It's a skeevy porn game. And the game is designed to be as comforting and as easy as possible to reach as many perverts as possible.

It's overly easy, slow paced, and nothing about it requires any skill whatsoever. It's basically what would happen if Candy Crush Saga and Team Fortress 2 had a kid, and then that kid was raised by a skeevy uncle with regressive views about women. That's exactly what it is. And with the tiny amount of content present and how lazily designed it all is, it just felt like a rip off to me.

There are just better experiences out there. Games more deserving of your money.… Expand"
32,moviemogul2335,"Jun 30, 2016",0,"Really bad game. Unreal Tournament from 12 years ago was way better than this clunker.
So much hype and it was boring within 2 hours of playing it. Same thing game after game after game.
Graphics are silly and there are some glaring issues with exploiting."
33,Ace_Lionheart,"Jun 28, 2016",2,"A poorly balanced game with only one game mode, and no single player. I really don""t get what people think is good about this game. It's boring and repetitive, i don't know how people can play this for more than a week without getting tired of it."
34,Ashreon,"Jun 28, 2016",0,"Pros:
- Great hero concepts
- Polished

Cons:
- Matchmaking
- Competitive play
- Quick play

This game could have, should have and would have been great if it was not for the usual Blizzard matchmaking that failed both Heroes of the Storm, Starcraft 2, Warcraft 3 and why not Overwatch too.
Competitive play employs the same MMR system that Quickplay does (quick play is know to bePros:
- Great hero concepts
- Polished

Cons:
- Matchmaking
- Competitive play
- Quick play

This game could have, should have and would have been great if it was not for the usual Blizzard matchmaking that failed both Heroes of the Storm, Starcraft 2, Warcraft 3 and why not Overwatch too.
Competitive play employs the same MMR system that Quickplay does (quick play is know to be roflstomps with exceptionally unfair teams). This is, sadly, also the experience you have when it comes to Competitive play.
I do not suggest you buy or play until said issues have been fixed.… Expand"
35,Pax114,"Jun 28, 2016",9,"Fun and light, lots of characters to try out that feel unique. A campaign would have been great, but for $40 i cant really complain. Just an overall easy to pick up and play game."
36,RareSubdivision,"Jun 27, 2016",6,"Overwatch is a pretty solid and well-made game, but it suffers from a lot of frustrating issues that prevent it from reaching its full potential. The enforced 50% win-rate is a great source of frustration, as you will join matches that are very one sided. Either you lose hard, or win easily.

The inability to actually choose what maps to play on (and even game modes! You aren't allowedOverwatch is a pretty solid and well-made game, but it suffers from a lot of frustrating issues that prevent it from reaching its full potential. The enforced 50% win-rate is a great source of frustration, as you will join matches that are very one sided. Either you lose hard, or win easily.

The inability to actually choose what maps to play on (and even game modes! You aren't allowed to select a game mode) is a very weird design decision. I don't think I've ever played a game before where you can't choose a game mode, but instead have one forced upon you.

Many heroes are badly balanced due to Blizzard's choice to always favor the shooter, regardless of latency (and to make matters worse, Blizzard - for whatever reason - have chosen to implement notably poor tick rates in their servers). This means you will often times be killed behind cover or targeted by abilities that shouldn't be able to go through walls. A prime example of this is Roadhog's hooking ability, which will drag you through walls to the opponent who then instantly kills you. This happens more often than not, and is extremely frustrating to experience.

For a game that is seemingly designed to be F2P but with a full price tag, it is alarmingly lacking in content.

Would I recommend Overwatch? It depends... If you're a solo online player, I wouldn't be bothered by it. But if you can stomach the issues it suffers from and have some mates to play with, it might be worth a shot.… Expand"
37,Tyggna,"Jun 27, 2016",0,"Here's what you need to know:
Blizzard clearly bought favorable reviews from professionals to build hype--hence the disconnect.
This game is not awful--it might be your favorite game ever.  That's the nature of FPS games, some resonate with you and some don't.  If you don't enjoy a wide variety of FPS games, or FPS games in general, then give it a try and see if you like it.
I scored aHere's what you need to know:
Blizzard clearly bought favorable reviews from professionals to build hype--hence the disconnect.
This game is not awful--it might be your favorite game ever.  That's the nature of FPS games, some resonate with you and some don't.  If you don't enjoy a wide variety of FPS games, or FPS games in general, then give it a try and see if you like it.
I scored a 0 because I have enjoyed many FPS games dating back to DOOM2.
Pros:
Rich lore and backstory to all the characters
Fun ability mechanics
Good interplay between characters

Cons:
AI Matchmaking is stupid for FPS games.  I can't just play with friends or hang out.  Blizzard has decided it knows more about how I should enjoy my game experience than I do and gives me no ability to say otherwise.
Mechanics are a straight clone of TF2--not a bad thing, but TF2 isn't $60.
No viable bot AI at all.  This means that there is no viable forum for practicing and getting better at the game.
Map design is a bit awkward.  Choke points are present
No game mode variety.  Most people play payload and capture point anyways, but sometimes deathmatch or arena add a lot of variety to an otherwise stale feeling game.
Plays like a MOBA from first person view.  Locked abilities, no powerups, ultimate ability cooldowns.  This is basically World of Warcraft PvP arenas in an FPS interface.  I can't find new guns--there are no real points of interest on the map.  I don't even have to worry about ammo.
There's no modding.  Want to make your own maps?  Blizzard's response is, ""like what we give you.""
No story telling.  You can read some of the story and pick up bits and pieces.  Blizzard clearly invested a lot of time into this new IP, but failed to deliver any of it in a fun or interesting manner (maybe youtube videos count?  but that's not part of the game you buy. . .)

Long and short of it, this game is the most atrocious cash grab since CoD 6.  It contributes nothing to the FPS genre and actually takes us back more than 25 years in overall gameplay quality.  Blizzard tried to make a game about interesting characters but missed the basic premise of a first-person game:  THE PLAYER IS THE CHARACTER!  First person games are supposed to be about choices and consequences and they jail their players into liking their interpretation of the first person genre, and then try to cover up their lack of basic understanding of the genre by paying off reviewers.  I expected so much better from Blizzard--but this really is their first attempt at making a FPS games and their lack of experience is painfully obvious.  If this was a 3rd person multiplayer action game, it might feel different and be more enjoyable, but at this point that's just an awful way to save face on an otherwise poorly executed game.… Expand"
38,Ghost232,"Jun 26, 2016",9,"Pretty good game but quickly tired of the game and the cost too high especially editions and so pretty dynamic shooter with panache and good graphics, realistic characters on this 9/10"
