,names,dates,scores,reviews
10,GreenPufferFish,"Jan 12, 2021",9,Very fun worth playing the second one is coming out soon its 100% worth full price no pay to win elements in teh game.
11,gamerkoolkhed,"Jan 10, 2021",0,overwatch is a perfect game with no flaws or inconsistences all the heros are mostly viable;e in most times also the one game i played had nice people and were not mean about killing me and helped me out this is only what hapens in this game unlike other games where i get cursed out. the game is good gameplay and community wise i have deleted all other games because overwatch is the bestoverwatch is a perfect game with no flaws or inconsistences all the heros are mostly viable;e in most times also the one game i played had nice people and were not mean about killing me and helped me out this is only what hapens in this game unlike other games where i get cursed out. the game is good gameplay and community wise i have deleted all other games because overwatch is the best game ever to exist… Expand
12,averagegamer4u,"Jan  9, 2021",4,"Used to be a great game when it started. But now that there are so many champs that can one-shot you as a healer it's getting frustrating! Don't forget the 8+ min queue to find a game ( I am low elo so that shouldn't be a problem to find people down here). If anyone wants to buy this game in 2021, don't!"
13,yesman250,"Jan  7, 2021",0,"Horrible balanced game. Smurfs, cheaters, and toxicity are the most prominent thing about overwatch."
14,samfischer354,"Apr  4, 2020",0,and there you can see what happend if a mmorpg studio produce fps a lot of ****you want good ranked fps team shooter play r6siegeyou want a bad one play overfail
15,andyche,"Jan  3, 2021",0,"I've played the game for almost 4 years now and have to say something about it. The game is ruined by enormous amount of cheaters and ppl who use macro-functions, also there are loads of trolls/smurfs and simple glitch abuses. I recieve at least 2 usual 'thanks' for the reports per day, but at some point i had enough of this. Player base is very toxic here, the way more toxic then anywhereI've played the game for almost 4 years now and have to say something about it. The game is ruined by enormous amount of cheaters and ppl who use macro-functions, also there are loads of trolls/smurfs and simple glitch abuses. I recieve at least 2 usual 'thanks' for the reports per day, but at some point i had enough of this. Player base is very toxic here, the way more toxic then anywhere else. Also there are no new events, they throw couple of skins every season just to make sure you'll keep playing till Overwatch 2, let's say there is huge lack of new content. Free holidays also make waves of banned cheaters to return to the game. If you want to save your nerves - do not buy this game in the current state, save your money for better developer.… Expand"
16,divonelnc,"Jan  3, 2021",0,"Game is **** I keep losing. It's Benjy's fault. I should be platinum already, what the hell."
17,SerchAE86,"Jan  1, 2021",0,"After many years after the game was launched, it makes its purpose, entertain the player, but loot boxes are are the worst in this game, if you want some legendary item you must have to purchase it, you will die waiting something good..."
18,AdamLundh,"Jan  1, 2021",0,"I cant rank up in this game because there has always been this annoying glitch where my cursor gets stuck in the middle of the screen making me unable to do anything. The game then kicks me for innactivity and gives me a ban and -50 sr which is about 2,5 losses. This happens every 8 games or so. Please fix your absolutely horrendous game."
19,Gr1bs,"Dec 31, 2020",4,"It is good quality bliz game, but you will hate this game in the end. Two words: team balance. It is crap. The game can put you into team with 5 of 6 noobs against golden and platinum cyborgs and you will say goodbye to your rating."
20,JoelArpal,"Dec 28, 2020",8,"It was a great experience to olay it with friends. I was a comon place for all, even for people who are not used to play videogames. At least til they broke the game."
21,Mazma,"Dec 25, 2020",3,"Un'altro esempio di pura competitività, sicuramente meglio realizzato di altri titoli nella sua categoria. Ma qui ci vedo solo soldi, competitività, il termine ""gioco"" è inesistente."
22,scorae,"Dec 23, 2020",7,"God this game pisses me off, but I love it. This game could seriously be one of the best competitive multi-player games out there if the devs didn't take months to nerf broken heroes and to buff the heroes that are simply not viable."
23,Akibei,"Dec 23, 2020",3,"наиграв в эту игру уже 2 с половиной года могу сказать что она ужасна , в аркадах есть такой режим загадочные герои , я за все это время в этом режиме в 80% случая играл за защиту и на танке и саппорте и в большинстве случаев я проигрывал , игра намеренно закидывает сильнее соперниках против тебя не зависимо от режиманаиграв в эту игру уже 2 с половиной года могу сказать что она ужасна , в аркадах есть такой режим загадочные герои , я за все это время в этом режиме в 80% случая играл за защиту и на танке и саппорте и в большинстве случаев я проигрывал , игра намеренно закидывает сильнее соперниках против тебя не зависимо от режима"
24,Paradisey,"Dec 19, 2020",10,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
25,rosaxios,"Dec 16, 2020",4,"After its launch in 2016 I spent almost every night for 2 years playing Overwatch. I made good friends and really enjoyed it at first. But the reality is blizzard never invested that much content into the game. It was suppose to be a new esports thing, but didn't have hardly any teams until 2019ish.
Overall overwatch had great potential, you can see it in the mechanics, the story, and howAfter its launch in 2016 I spent almost every night for 2 years playing Overwatch. I made good friends and really enjoyed it at first. But the reality is blizzard never invested that much content into the game. It was suppose to be a new esports thing, but didn't have hardly any teams until 2019ish.
Overall overwatch had great potential, you can see it in the mechanics, the story, and how well made the characters are. But you can also see that someone in Blizzard didn't give a **** to properly roll it out.
Playing the game is frustrating because everything relies on how involved your team is. and sometimes they literally don't give a **** Even in competitive mode. I've never received so much harassment, or seen so much vitriol in a online game before. And I've been online for a very long time. Hell I've been better treated by teammates in League for crying out lout.
Unless you get a heavy discount for this game. Don't bother. This is coming from someone with more than 1500+ hours played. Wish I had quit after the first 100 or so; might actually have some good memories tied to it then.… Expand"
26,Cz3rw0ny,"Dec 15, 2020",6,"I am not a fan of hero-shooters. I gave Overwatch an honest try, but this is not a mechanic for me. Despite that, I do see the appeal it might have to some. I will stick to shooting games with more realistic feel."
27,Delser2077,"Dec 12, 2020",10,"I love Overwatch, its perfect, because very good battles, and heros, great job Blizzard"
28,The_Sifi_Turtle,"Dec  5, 2020",8,Fun and innovative gameplay. With a huge array of characters. Great maps and modes. Jolly good fun.
29,Lattely,"Dec  4, 2020",9,"It's not minecraft but i have over 600 hours and still playing this game. So, my antisocial live was never so bright before this game."
30,Mangoturtle,"Dec  2, 2020",8,"The game is great fun. They have a lot of characters which allows for multiple strategies. Great gameplay, voice acting, maps, graphics and (for the most part) community."
31,KhalfaniHouston,"Nov 28, 2020",2,@PlayOverwatch Why am I being forced to play with Abusive people? I can't get a string of games together without throwing and or quitting among Many other issues. These are IGNORED and Reporting means nothing. #Racism #Abusive #Neglected #Blizzard #Overwatch
32,AAAISSH1T,"Nov 17, 2020",0,"THIS NOT A GAME, this is activision freaking casino KYS BOBY and yuor family like corona! hope ur puking your lungs like at a party at 16"
33,arcanum2240,"Nov 15, 2020",0,"This game is a piece of garbage. It's horribly balanced, the gameplay relies on hard counters between the characters instead of rewarding skill, the matchmaking system is a flaming pile of garbage that virtually ensures how the game will go before it's even begun, the community is utterly toxic, and you have to play it for 40+ hours a week to stand a chance of success at it. Don't spend aThis game is a piece of garbage. It's horribly balanced, the gameplay relies on hard counters between the characters instead of rewarding skill, the matchmaking system is a flaming pile of garbage that virtually ensures how the game will go before it's even begun, the community is utterly toxic, and you have to play it for 40+ hours a week to stand a chance of success at it. Don't spend a dime on it, not when there are far better games available.… Expand"
34,Xepher,"Nov 15, 2020",1,"Overcheat might be one of the biggest scams in gaming history. Blizzard scammed players, twitch and youtube with one of the laziest and greediest pieces of trash ever made. The game has some of the longest queues in any modern active game only to greet you with a completely unbalanced match filled with hackers. They know the hackers are there and yet choose to ignore them so they can makeOvercheat might be one of the biggest scams in gaming history. Blizzard scammed players, twitch and youtube with one of the laziest and greediest pieces of trash ever made. The game has some of the longest queues in any modern active game only to greet you with a completely unbalanced match filled with hackers. They know the hackers are there and yet choose to ignore them so they can make a quick buck out of a new account. Meanwhile here's a totally legit super serious league that you should totally care about... for some reason...? Balance is absolute trash with the easiest cheapest characters being the strongest while actually skilled based characters get tossed aside. Half the cast is useless and it only serves to tick the woke checklist. By the way, here's a censorship patch! We know the game is a joke filled with cheaters but we don't want you to be mean to said cheaters... It's a complete waste of everyone's time. No wonder people laugh at this shrinking community 'cause in all honesty if you still play this game you deserve all the hatred thrown your way.… Expand"
35,Dillweedjake,"Nov  6, 2020",0,garbage game.... Nufgarbage game.... Nuf said.........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................… Expand
36,WolfiAUT,"Oct 29, 2020",3,"Is Overwatch worth getting into in 2020?

Depends on the kind of person you are. If you like to play team based pvp shooters in a competitive environment, you should stay away.

Overwatch enables every kind of team destroying behavior, may it be opting out of communications or throwing a game without consequences."
37,Ghostly_not_her,"Oct 29, 2020",3,"Terrible game, the combat feels pretty smooth; but the thing I absolutely hate is the fact that who you play determines who wins. this game is so unbalanced seeing that roadhog and junkrat can kill almost anyone instantly. also the community is really toxic but if all character's where balanced and people did not act like this, this can be a great game"
38,Resonator,"Oct 20, 2020",8,"Is the best predecessor of TF2. Fun gameplay and the animations are fantastic. Blizzard made an amazing FPS, but they had a lot of problems with balancing heroes and matchmaking on the competitive was sometimes awful. The playerbase was toxic af but when you find a team who wants to win was a great expirience. Jeff Kaplan and the overwatch team did a great job :)"
39,MatikTheSeventh,"Oct 10, 2020",5,"The lore is cool, and the gameplay is engaging, but essentially boring. The character roster hardly ever changes, so after a while you basically have seen everything it has to offer."
40,Boxylyric,"Oct  7, 2020",2,"2cp maps are an actual nightmare, toxic community, rampant smurfs and cheaters which never get addressed, backwards boring meta.  Only reason i'm not giving it a 0 is because with a stack of friends this game is occasionally tolerable."
41,DunZWorry,"Sep 27, 2020",3,"This game looks great and it feels great to play. The playstyle for each hero is unique and fun. However, what brings this game crashing down hard are the terrible, horrendous, garbage balancing issues and balancing decisions. I've played this game since release and I've seen so much of this crap that I'm honestly never going to touch it unless it's during an event.

Speaking of events,This game looks great and it feels great to play. The playstyle for each hero is unique and fun. However, what brings this game crashing down hard are the terrible, horrendous, garbage balancing issues and balancing decisions. I've played this game since release and I've seen so much of this crap that I'm honestly never going to touch it unless it's during an event.

Speaking of events, OWs' event gamemodes are braindead and boring and I've never played an event so boring before in my life. The only reason I will play this game during events is because of the hero skins. The art department for OverWatch does SO GOOD on their character designs and hero skins however it's wasted by the balancing issues this game has and the fact that the devs can never decide how they want their game. The overwatch devs will NEVER go out of their way to fix an issue as soon as possible. They always wait for the monthly balance patches, sometimes they wait longer to address a huge and glaring issue and who suffers from that? The players.

There's multiple reasons so many people no longer enjoy this game, there's multiple reasons why so many well known community members and pro players have left the game. Don't believe the whole ""Overwatch has 40 (or 50 or whatever the number is now) million players!"" No, Overwatch probably has 40 or 50 million accounts. Which is a big difference seeing as so many people have more than 1 account. Which brings me to the next problem.

Smurfs.

So many smurfs. People wanting to feel validated so they make a new account and trash lower skill players. Not to mention every patch (maybe not every patch but it feels like it to me) they nerf a hero into oblivion and buff a hero into OP status to take the nerfed heroes spot. It's crazy and this game is not fun. This game is the only game I've EVER been mad while playing. This game had so much potential but sadly the balancing team makes nothing but bad decisions (mostly, the Brig nerf was SO necessary but then again she shouldn't have been that strong anyways). The only thing I can recommend for what Blizzard is giving us is this: Save your money for something else.

TL:DR Smurfs, reworks, design decisions and so many freaking balancing issues makes this game a nightmare to play. Save your money.… Expand"
42,Crisener,"Sep 21, 2020",8,"I do realise I'm a bit late to the party and a lot has changed since this game's release, but it did get a GOTY nomination (a win, at that) so I have to put my own spin on it.

And well, I had fun. A large variety of characters to choose from, flaming with personality and uniqueness, each with their own story to which you can be exposed in a variety of ways. There are many maps that areI do realise I'm a bit late to the party and a lot has changed since this game's release, but it did get a GOTY nomination (a win, at that) so I have to put my own spin on it.

And well, I had fun. A large variety of characters to choose from, flaming with personality and uniqueness, each with their own story to which you can be exposed in a variety of ways. There are many maps that are justified plot-wise and they come with a vast collection of different modes, with ones exclusive to certain festivities. And of course, a lot of customisation options, but you can get your favourite skins without breaking a sweat just by playing the game, so that is a big plus.

The main issue with this game is balance. It's not even the main issue, it's THE issue. I'm aware of how this game looked like when it released, and it is puzzling why they introduced the gameplay changes they did. As of now, there are two ways to enjoy quick-play/competitive modes: a queue with role regulations, and a queue where you can play whoever you want. I like the idea of making this game a little bit less chaotic with defining three main roles, but it is not fun that you have to wait roughly 8 minutes every time you want to play the DPS role, considering that this role has more than half of the game's characters in it. And the non-restrictive queue does not help with that either, since even if you try to play your favourite character, if it is out of meta, you will get stomped pretty quickly by those abiding it. And we are talking about the main modes, which means this is mainly how the game is supposed to be played, so it really does lower the score for me. But all these are flaws that can be fixed and it seems that Blizzard is slowly starting to realise its mistakes, though for the results we will probably have to wait for some time.

If you haven't played this game yet, I recommend taking a few of your friends with you to try it out, since it still is a lot of fun and the price right now isn't too high. But for now, I recommend you stick to those non-competitive quirky modes, where people generally try to enjoy the game.… Expand"
43,RogerSalazar,"Sep 16, 2020",9,It is the one of the fewest games I have dedicated many hours. Even if you have bad aim there are heroes you can still use and have fun with.
44,KalKenobi83,"Sep  6, 2020",10,"Its so Cool to play across all in the world of Overwatch you get as play as the heroes across globe from various places also You can rank and get Gold in competitive play nut protecting controls Points or escorting the payload as well also Quick play is similar as well , also you get awarded loot boxes as well that buys skins, Emotes, and Sprays. also, the arcade has a variety of ModesIts so Cool to play across all in the world of Overwatch you get as play as the heroes across globe from various places also You can rank and get Gold in competitive play nut protecting controls Points or escorting the payload as well also Quick play is similar as well , also you get awarded loot boxes as well that buys skins, Emotes, and Sprays. also, the arcade has a variety of Modes from Death-match, to 1 V 1 ,Mystery Heroes and Capture The Flag. Overall The Game is really fun and much better than the Overrated Fortnite also it has actual characters and A Unique First Person Shooter I love it and One Of My favorite Blizzard Games 10/10… Expand"
45,BigBeanBoss,"Sep  4, 2020",0,"Holy **** if I ever need to get lessons on how to ruin a good game I know I just need to ask blizzard!, your over exaggeration on OW and twitch streamers has made this game neat to look at and dog **** to play, **** blizzard y'all ruined it"
46,NeonLightLive,"Sep  1, 2020",0,"This review contains spoilers, click expand to view.
        
Дрысня находитя на плаву за счет порнхаба и моих лрузей которые в это играют, 2 года без нового контента, нет адекватного баланса, но худшее - это матчмейкинг, интересна ли игра где или вас насилуют в одни ворота, или вы кого то? интересно делать половину работы в игре а потом смотреть на ноу скилов которые камерой не научились вращать?… Expand"
47,Misandrist,"Aug 29, 2020",2,"Unbalanced and extremely punishing, especially to new players. Bad match making, lack of good versatile characters, punished for trying to play versatile. Character design creativity has gone down. WTh were they thinking with sigma? Meta is always boring garbage. Don’t expect a pug to play with any strategy except Dps dps dps no matter the role to lose. Would not recommend. Could beUnbalanced and extremely punishing, especially to new players. Bad match making, lack of good versatile characters, punished for trying to play versatile. Character design creativity has gone down. WTh were they thinking with sigma? Meta is always boring garbage. Don’t expect a pug to play with any strategy except Dps dps dps no matter the role to lose. Would not recommend. Could be salvaged but it’s blizzard so the devs have no idea what they’re doing anymore besides planning their next cash grab loot box event.… Expand"
48,playstoomuch,"Aug 26, 2020",0,"honestly ive been playing for about four years now on several different accounts, i have 4k+ hours on ark and this game has a worse community absolutely garbage reporting system and community. mechanically sound but you cannot play this game with only one or two friends. you will rip your hair out ."
49,GianpaoloUmarel,"Aug 25, 2020",6,"Some years ago it was a fun and an addictive game, but over the time, with all the updates, it became more competitive, annoying, and raging.6/10"
50,evervolv,"Aug 21, 2020",0,10 disconnects from 10. You can play 5 games per day and be kicked on EVERY ONE (and get penalty for this of course). This happens ONLY on Overwatch. ABSOLUTELY UNABLE TO PLAY.
51,chaoseater,"Aug 21, 2020",5,"At best it has a good selection of heroes. But at its worse, if you are allergic to cringe inducing dialogues like myself while playing your games you will want to tear OVERWATCH A NEW A-HOLE and wish all the heroes were simply mutes to begin with.  They all talk like self abosbed bum-holes and everytime they open their mouths i instantly loose all interest to play.
Just as the dialoguesAt best it has a good selection of heroes. But at its worse, if you are allergic to cringe inducing dialogues like myself while playing your games you will want to tear OVERWATCH A NEW A-HOLE and wish all the heroes were simply mutes to begin with.  They all talk like self abosbed bum-holes and everytime they open their mouths i instantly loose all interest to play.
Just as the dialogues the gameplay gets boring after you have played all the maps a good number of times, realized that there will always be random idiots who will play dps and do nothing. And there are basically 4 attacks for your HEROOOOOOOOOOOOOOO. EVEN COUNTER-STRIKE 1.6 has more variety than that.… Expand"
52,Alrojovivo,"Aug 21, 2020",10,"Fácilmente uno de los mejores shooters multijugador en primera persona. Mucho mejor que Team Fortress 2, que solía jugar en el pasado.

Los gráficos, sonidos y valores generales de producción son increíbles. El juego es muy pulido, y funciona increíblemente bien incluso en hardware de muy baja potencia.

El movimiento es fluido y rápido, y el disparo es satsfying.

Los héroes sonFácilmente uno de los mejores shooters multijugador en primera persona. Mucho mejor que Team Fortress 2, que solía jugar en el pasado.

Los gráficos, sonidos y valores generales de producción son increíbles. El juego es muy pulido, y funciona increíblemente bien incluso en hardware de muy baja potencia.

El movimiento es fluido y rápido, y el disparo es satsfying.

Los héroes son realmente distintos y tienen su propia personalidad y jugabilidad. Ningún héroe juega igual que otro. Además, ya que he visto esto en línea últimamente, descuida a cualquiera que se queje del equilibrio de héroes y de las tácticas cursis que de alguna manera son ""inmejorables"". Esto es claramente un problema de ""aprender a jugar"". Jugué mucho la Beta, y déjame decirte, que el equilibrio está en un muy buen lugar, aunque podría mejorarse aún más. Todo tiene sus contadores.

Mientras que este juego tiene sólo 12 mapas en este momento, y es repetitivo, se las arregla para mantenerse divertido e interesante durante un tiempo sorprendentemente largo. La razón principal de esto es que el juego tiene una profundidad inmensa bajo la apariencia casual-amistosa, es uno de esos juegos fáciles de aprender pero muy difíciles de dominar. Hemos detectado un problema desconocido. Y el aspecto competitivo del juego te mantendrá viniendo por más.

La principal desventaja de este juego, es que si no tienes amigos con los que jugar, no obtendrás casi la misma satisfacción con aquellos que tienen su propia fiesta. Este juego se basa en gran medida en el trabajo en equipo y las tácticas. Todavía se puede encontrar el éxito en solitario, por supuesto, pero será más difícil.

Aparte de eso, el juego merece su precio. Totalmente recomendado.… Expand"
53,Nidame,"Aug 20, 2020",0,you know for...............................................................
54,triangel156,"Aug 14, 2020",1,"I like this game, but recent changes made it very lackluster to play. On top of that, the community can be very toxic. The updates are also very, very empty compared to many other games. Sometimes I have the feeling that Blizzard doesn't take their products seriously anymore at all."
55,Sechko,"Aug 12, 2020",7,"This review contains spoilers, click expand to view.
        
Better then CS GO and Tom Clancy's Rainbow Six Siedge, but not ideal. **** snurfs and bad servers.… Expand"
56,Mshish,"Aug  7, 2020",1,"Такой хороший проект, даже его убили. Никакой нормальной поддержки, продвижения лора, забить абсолютно на все, чтобы выпустить 2 часть где все это необходимо было в 1 по такой же цене. Зато хомячки схавают."
57,Killiomadness,"Aug  7, 2020",8,Full of tryhards but it’s amazing I live the lore I live the esports hell its amazing
58,explorerbay,"Aug  6, 2020",7,"It was not the first of the genre but its a improvement from Team Fortress, pretty cool game with amazing character design and levels, the downsides are the meta, every patch things change and if you wanna win.. you have to be on meta, the matchmaking is bad, winning or losing its a a coin toss"
59,frogigy,"Aug  4, 2020",0,Valorant and Overwatch are in a constant gridlock for the worst ranking system
60,Lopakf,"Aug  4, 2020",10,This game is really epic. I Really recommend this to all People which like shooting games. The abilities... They are So god damn epic. Definitely 5/5. You must buy!
61,Wil_FF,"Aug  1, 2020",4,"Great game if you have patience enough to lose dozens of times. It's not satisfying when you win 3 matches and then loose another 7. For me, playing Overwatch was stressful, so I gave up."
62,moom,"Jul 30, 2020",0,Now that I have played this game for over ONE year I can say this. The critics are incorrect and more than likely paid off to sell the game faster. The dev team at Blizzard doesn't care about this game. It's been found that the report system is controlled by the community and so does the balance around in the game. When someone get beaten by another character constantly they tend to cryNow that I have played this game for over ONE year I can say this. The critics are incorrect and more than likely paid off to sell the game faster. The dev team at Blizzard doesn't care about this game. It's been found that the report system is controlled by the community and so does the balance around in the game. When someone get beaten by another character constantly they tend to cry on… Expand… Expand
63,AX10,"Jul 27, 2020",4,"Pocas veces me indigna tanto la manipulación de la prensa para beneficiar una compañía. Overwatch es un juego que compré de salida porque la prensa hablaba maravillas y salte de los MOBAs hacia un Hero-Shooter por la promesa de un juego balanceado, donde cada personaje cumplía un rol específico y que tenia unos mapas bien diseñados que le daban vida la la estrategia dentro de cada partida.Pocas veces me indigna tanto la manipulación de la prensa para beneficiar una compañía. Overwatch es un juego que compré de salida porque la prensa hablaba maravillas y salte de los MOBAs hacia un Hero-Shooter por la promesa de un juego balanceado, donde cada personaje cumplía un rol específico y que tenia unos mapas bien diseñados que le daban vida la la estrategia dentro de cada partida. Pues me encontré con un completo y absoluto caos. Todo al revés de lo que prometían. Este juego es un desastre como eSport.… Expand"
64,Twaifu,"Jul 27, 2020",0,"I always looked forward to playing Overwatch back when it was first released. Every time I boot the game up now it just leaves to a frustrating experience and leaves me to instantly closing the game after my first match. You can become skilled in many heroes and play the best hero at any given time; but it just comes down to hoping that the enemy team's composition is worse than yoursI always looked forward to playing Overwatch back when it was first released. Every time I boot the game up now it just leaves to a frustrating experience and leaves me to instantly closing the game after my first match. You can become skilled in many heroes and play the best hero at any given time; but it just comes down to hoping that the enemy team's composition is worse than yours because people will not switch their heroes. Blizzard developed the game around switching and countering heroes, and when people on your team are unwilling to play how the game was 'meant' to be played, it just becomes the worst experience of your life.… Expand"
65,Gevoglot,"Jul 23, 2020",0,"Игра скатилась.В каждой 2-3 катке есть ливер/токсик(касается рейтинга),даже если ты неплохо играешь,то ты,возможно,будешь сидеть на сильвере весь сезон чисто из-за тиммейтов.Рейтинг не определяет твой уровень скилла,он определяет твою везучесть.Печально это все,на самом деле...Разработчики вроде-как делают вид,что все окей,только вот сообщество так не думает,почитайте отзывы за последнееИгра скатилась.В каждой 2-3 катке есть ливер/токсик(касается рейтинга),даже если ты неплохо играешь,то ты,возможно,будешь сидеть на сильвере весь сезон чисто из-за тиммейтов.Рейтинг не определяет твой уровень скилла,он определяет твою везучесть.Печально это все,на самом деле...Разработчики вроде-как делают вид,что все окей,только вот сообщество так не думает,почитайте отзывы за последнее время тут...Этим все сказано...… Expand"
66,Lex_x,"Jul 19, 2020",3,"Сама игра может и неплоха, но так как это мультиплеер, то важной частью будет являться комьюнити. Имея немалый опыт в различных соревновательных играх, могу заявить, что в overwatch самое худшее комьюнити. Разработчики будут продолжать делать вид, будто что-то предпринимают, хотя на самом деле ничего не меняется. Судя по кол-ву ливеров (даже в рейтинговых играх (каждые 2-3 игры минимумСама игра может и неплоха, но так как это мультиплеер, то важной частью будет являться комьюнити. Имея немалый опыт в различных соревновательных играх, могу заявить, что в overwatch самое худшее комьюнити. Разработчики будут продолжать делать вид, будто что-то предпринимают, хотя на самом деле ничего не меняется. Судя по кол-ву ливеров (даже в рейтинговых играх (каждые 2-3 игры минимум один)) и токсичных игроков баны раздаются крайне неохотно. Также присутствует огромная проблема баланса, которую разработчики с каждым патчем лишь усугубляют. Помимо этого игра скучна и многим может быстро надоесть, ибо несмотря на немалое кол-во персонажей матчи остаются крайне однообразными, нету возможности придумать какие-нибудь тактики или стратегии, абсолютно все неаркадные матчи сводятся к стоянию стенка на стенку. И всё это приправленно одной из худших рейтинговых систем в истории игр.… Expand"
67,Panaves,"Jul 17, 2020",0,"There are too many pro players in this game.Poor matchmaking
Слишком много профессиональных игроков в этой игре.Плохой подбор игроков по навыку"
68,Arokhantos,"Jul 15, 2020",0,"After 4 years game is nothing more then leaver paradise where players care more about cosmetics and lootboxes then playing actual game, and if that is not enough the rampant obsession to destroy every hero for the sake of balance you are not fooling me.

Bad game....."
69,Timkokain,"Jul 12, 2020",0,"Это очень плохая игра, с очень плохой поддержкой, абсолютной оторванностью  от комюнити. Ни одна сессионная игра не вызывала у меня таких плохих чувств. Абсолютно сломаный рейтинг. Абсолютное отсутствие чувства прогрессии. Кроме симпатичного визуала ни одной положительной эмоции после нескольких сотен часов игры. Это что то да значит.Это очень плохая игра, с очень плохой поддержкой, абсолютной оторванностью  от комюнити. Ни одна сессионная игра не вызывала у меня таких плохих чувств. Абсолютно сломаный рейтинг. Абсолютное отсутствие чувства прогрессии. Кроме симпатичного визуала ни одной положительной эмоции после нескольких сотен часов игры. Это что то да значит."
70,POCTEXHAD3OP,"Jul  9, 2020",4,"The game is good, the idea is interesting, you can play for several hours in a row and do not bother for a long time.  But when the developers add a new character to the game, the game becomes complete nonsense.  This character comes out very strong and imbalanced, and you need to wait at least three months to be fixed.  There is absolutely no balance.  a player with a level of 100 canThe game is good, the idea is interesting, you can play for several hours in a row and do not bother for a long time.  But when the developers add a new character to the game, the game becomes complete nonsense.  This character comes out very strong and imbalanced, and you need to wait at least three months to be fixed.  There is absolutely no balance.  a player with a level of 100 can throw against a player with a level of 400-500, or even with a level of 1000.… Expand"
