,names,dates,scores,reviews
10,Specter36,"May 27, 2016",5,"в и целом общем денег своих не стоит
увлекает на недельку максимум
ожидал большего
а вышел очередной HOtS
очень жаль что Близзы так скатываются в последнее время"
11,Selaznog,"May 27, 2016",4,"The game looks fantastic but became repetitive after about 4 hours, there is no single player, and not a lot of content. This game reminds me of Team Fortress 2 the only difference is TF2 is free to play.

This game should be free to play, not worth the base price of $40 in it's current state."
12,noisnam,"May 27, 2016",6,another overhyped game. would not have bought it if i have tried the beta. adding healer in shooting game isnt a good idea. its polish and great network. but thats it.  u can get bore with it very soon. not a must buy.
13,hellkary,"May 27, 2016",0,"this game deserve a 5 but seeing how many people keep giving this piece of *** a 10..... lacking a lot of thing, too few characters and maps, a real TF 2 sequel, they dont even bring anything new to the game,"
14,DesperateDan,"May 27, 2016",6,Good looking game and the mechanics are competent but it doesn't break any new ground and is pricey for a MP only game. It feels somewhat like a free to play game.
15,Valazor,"May 27, 2016",10,"After waiting a long time to finally play this game , i have to say that it's even better than i expected. easily my favourite game that has come out in the last 4 years. It's not trying to be complicated or ""deep"" , it's just some good old , lighthearted fun."
16,rupok93,"May 27, 2016",10,"The game is fantastic, its what tf2 should have been with a mixture of normal fps games and moba's. The people who are butthurt are mad cause they have to pay for it. They fail to see this system is far less greedier than valves tf2 or moba's. Valve intentionally lowers droprates to the point where getting anything good in tf2 without paying a large chunk of money is impossible. Moba'sThe game is fantastic, its what tf2 should have been with a mixture of normal fps games and moba's. The people who are butthurt are mad cause they have to pay for it. They fail to see this system is far less greedier than valves tf2 or moba's. Valve intentionally lowers droprates to the point where getting anything good in tf2 without paying a large chunk of money is impossible. Moba's have real prices on skins whereas here you can pretty much get everything for character if you play a decent amount also you don't even need to buy any heroes. Paying all at once at $60 is a much better option than paying $400 or more over a year or two if you want to get anything good.… Expand"
17,kZard,"May 27, 2016",10,"Best FPS I've played in a while. It just keeps getting better the more I get to know the characters.

The animations are slick. Character design is amazing. All the heroes play entirely differently, and all of them are fun. This game even makes being tank or support fun."
18,Dreizehn,"May 27, 2016",10,"Best game so far to play with team mates. Perfectly balanced, fast, beautiful. Its gameplay is amazing and perfect and the team play dynamic requires organization and team work."
19,navytent,"May 27, 2016",0,"its fun to play but too expensive for this amount of content 40 dollar for this is not acceptable for me.
multiplayer with 21 hero and a normal game mode that you find it many other game but many other game i told you they have story mode,co-op and multiplayer."
20,ShineHunter,"May 27, 2016",8,"I'm tempted to give this a 7 for the fact that this game has more cheese than cheddar. Meaning that the one shot kills and devastating alts are real. Another game where it is easier to make everyone OP than balance. The lack of ultrawide support is terrible for a modern game. OK the talk is they removed it because of unfairness, I'm guessing if true someone at Blizzard has way too strongI'm tempted to give this a 7 for the fact that this game has more cheese than cheddar. Meaning that the one shot kills and devastating alts are real. Another game where it is easier to make everyone OP than balance. The lack of ultrawide support is terrible for a modern game. OK the talk is they removed it because of unfairness, I'm guessing if true someone at Blizzard has way too strong opinions. Did they remove 4K support or higher frame rates or 7.1 surround sound or headphones, nope. Graphics could look sharper and more crisp on 1440p. The effects are poor in places. Don't believe me in spawn shoot a canister and watch those great smoke effects. However I couldn't give it a 7 because of the fun gameplay minus cheesy alts taking your skilled kill streak out. I have only ran into minimal bugs since playing and no of which was when playing. The heros are done well and I'm always swapping between them. Controller support is there but needs more aim assist to balance and feels stiff. I did get a 20 kill streak using a pad so you can do well. K&M works perfect. Performance is OK. I'm playing at 1440p with ultra settings getting 70/85fps with my GTX 980ti clocked at 1400mhz. Geforce experience will optimise the game for better frame rates. The maps are laid out like one large MOBA lane. The modes are fun but limited. The content is poor in my opinion but I believe more skins and stuff will come in time. Loot boxes are fun to open no matter how many times I get nothing of good. Bad news is there is the option to buy loot boxes from Blizzard's store, shame on you Blizzard. To get more fun out of this game, play with friends. Fun is what makes a game and fun at the end of the day is what you get hence my score of 8.… Expand"
21,CDysonSphere,"May 27, 2016",10,"Overwatch is worth $60. There, I said it. You can cry about your fantasy where it's F2P and has a 40 hour story mode and Blizzard personally delivers the game to your doorstop on a silver platter, but I'm too busy telling a dragon to consume my enemies.
Cavalry's here love. Now shut up and enjoy your game."
22,PunditPiers,"May 27, 2016",10,i think it is a good game it shows a lot of competitiveness between people their is loads of people to choose from and find your favourite definitely buy this game.
23,OldSaltyDog,"May 27, 2016",0,"BOOOSTED GARBAGE. This is a FTP game that you get ripped off paying 40$ Lets be clear it is stupid fun. But mostly just stupid. Its pure cheese. Terrible balance, junk maps, tons of points to hang your character up on.  Characters have 1 hit kills that require no skill and kill your whole team? Really blizzard thats fun? Also crippling lag Ive never played a game without game breaking lagBOOOSTED GARBAGE. This is a FTP game that you get ripped off paying 40$ Lets be clear it is stupid fun. But mostly just stupid. Its pure cheese. Terrible balance, junk maps, tons of points to hang your character up on.  Characters have 1 hit kills that require no skill and kill your whole team? Really blizzard thats fun? Also crippling lag Ive never played a game without game breaking lag so I cant win unless I play lucio then I win 80% This is prrly the last game I buy from blizzard its basically just candy it looks good and even tastes ok but its really garbage.… Expand"
24,flutez,"May 27, 2016",9,"Definitely a great fun game! What a amazing when I found I could control so much funny heroes in a FPS game.
Cant get a full score cause it now should have more game mode or contents!Hope BLZ focus on it in the future!"
25,Ukupnik666,"May 27, 2016",5,A clone TF2 with assesA clone TF2 with asses !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!… Expand
26,Meringue,"May 26, 2016",10,"1. No one cares if you're poor

2. No one cares about Valve, they're a dead company anyway

3. No one cares if you're catching feelings about single player content, we don't want it."
27,jerkface910,"May 26, 2016",4,"This game is a crime, pure and simple. This is MAYBE $20 worth of content being offered at full price. After an opening scene lifted whole cloth from 'The Incredibles', you're tossed right into the game, which is essentially an arcade FPS. There is zero character backstory. There is zero character progression. You can unlock things for characters (skins, dialog options, etc) but you do soThis game is a crime, pure and simple. This is MAYBE $20 worth of content being offered at full price. After an opening scene lifted whole cloth from 'The Incredibles', you're tossed right into the game, which is essentially an arcade FPS. There is zero character backstory. There is zero character progression. You can unlock things for characters (skins, dialog options, etc) but you do so with random loot boxes. If you stick with a favorite character you will not unlock items for that character any faster. If you thought 'Evolve' and 'Rainbow Six Siege' were small games, then you'll be even more annoyed with this.
The most galling part is that the character design and core gameplay are really well done (hence the 4). They couldn't have spent time on a story mode like in a fighting game, where you play through matches with bots to get each character's backstory? Nope. Supposedly Blizzard has already announced free DLC for this game, hopefully it's, I don't know, maybe the option to select what type of match you want to play? Right now your only option is zone capture or moving zone capture. Definitely not worth $60.… Expand"
28,Ginnko,"May 26, 2016",9,"I won't say that this game is perfect. Granted there isn't a boat load of content for it RIGHT NOW. Having said that many people don't look past their initial impressions and dive deep into really looking game they decide to pay $60 dollars for. I have read reviews of people who when into Overwatch having not played the beta, having not seen game play, having not done any sort of researchI won't say that this game is perfect. Granted there isn't a boat load of content for it RIGHT NOW. Having said that many people don't look past their initial impressions and dive deep into really looking game they decide to pay $60 dollars for. I have read reviews of people who when into Overwatch having not played the beta, having not seen game play, having not done any sort of research whatsoever and rated it obscenely poorly because they felt gypped when it was clearly their own fault for a poor allocation of their funds. $60 dollars is a lot. Is this game worth that much? I can't say that everyone would feel that way at least now but that doesn't affect that I feel the gameplay, the visuals, the score and the fun isn't worth the time and money I have put into it. There is more to come and many consumers haven't bothered to check that there isn't going to be 'only' 21 characters. They will be releasing more as the game's life cycle grows completely free. I can't imagine that the map count would be any different especially since that seems to be the way map content in games is shifting. I didn't see anyone complaining about 343 giving out all of their maps in Halo 5 for free. Another gripe I have been seeing is the lack of anything unlock-able. I get that. But if that is all that drives you play Call of Duty, play Battlefield. Don't come into a game with preconceived notions that have no basis because you decided not to check it out before you blew your money and called it a crap game. It just makes you look stupid. All in all, this game is great. $60 dollars is a lot for a game period. For this game maybe a little more than that but wait it out. Do your research. Feel it out. Play it at a friends house first and if you don't like it, don't get it. If you do then sweet! You have a ton of people to play with that I know will be enjoying it just as much as you. This game is great. Lacking in a ton of content at the moment but when has Blizzard not been known to put out more? It'll come soon™. Definitely worthy of a high score.… Expand"
29,wewex007,"May 26, 2016",10,"I played the battleborn beta and didn't like it so I came in thinking that OW would be just as bad. Well I am so glad that I downloaded the beta and got to play because this game is EPIC! i love shooters like bf/cod and I absolutely looooove this game and here's why.
1. the mechanics/movement/ are superb in my opinion. all the characters play/feel different since they are all differentI played the battleborn beta and didn't like it so I came in thinking that OW would be just as bad. Well I am so glad that I downloaded the beta and got to play because this game is EPIC! i love shooters like bf/cod and I absolutely looooove this game and here's why.
1. the mechanics/movement/ are superb in my opinion. all the characters play/feel different since they are all different sizes and have different abilities so there is a character for everyone, which brings me to my second point.
2. Diversity. the fact that i can choose from 21 completely different characters that have different looks, feels, abilities, play styles is probably one of the best features about this game. your not just a generic soldier amongst other generic soldiers, each character was well thought out by blizzard.
3. art style: the art style and animations of each character truly bring them to life and make for very interesting personalities.
4. gameplay: the gameplay in my opinion is really really fun because you can play however you want. I'm not the type to go all out and be in the front lines so a support character like Mercy is the one for me. I can do my part by standing in the sidelines and provide support for those who need it. The good thing is since there are offense/defence/tank/support everyone will be able to find a play style that suits them.
5. one price: so far blizzard has said that for the $60, all the dlc and heroes will be includes which is refreshing to hear since companies want to charge up to $50 for new maps/features which is ridiculous (looking at you cod). overall i do think this game should be played with people you know because you have to have a well balanced team with different abilities. can't wait for Monday :) let the watch begin!… Expand"
30,Viscari,"May 26, 2016",6,"Too many imbalances. I cant see how people can score this a 8+. Two of the tanks can 1 shot... while having 3 times as much health as everybody else. Most of the heroes have an ult which is basically a cheap kill button...

Two have auto aim ults, really Blizzard? and most have an ult that will guarantee 3 kills at least.. Then we have a healer than can resurrect all nearby downed heroesToo many imbalances. I cant see how people can score this a 8+. Two of the tanks can 1 shot... while having 3 times as much health as everybody else. Most of the heroes have an ult which is basically a cheap kill button...

Two have auto aim ults, really Blizzard? and most have an ult that will guarantee 3 kills at least.. Then we have a healer than can resurrect all nearby downed heroes instantly undoing a lot of work with 1 button... Tbh I feel the ultimate abilities ruin what could be a great game.

This game does not stand a chance of surpassing games like TF2, while it contains an I WIN button for every hero.… Expand"
31,Zep188,"May 26, 2016",10,"Overwatch, a game that, for some, feels like a complete rip off of TF2, has others enjoying the game for what it is and how it takes old ideas and refreshes them in Blizzards new arena shooter.

Some people have problems with the tick rate (20)  some have problems with blizzards ""favor the shooter"" mechanics, some have problems with ultimate abilities and the new cosmetic crates thatOverwatch, a game that, for some, feels like a complete rip off of TF2, has others enjoying the game for what it is and how it takes old ideas and refreshes them in Blizzards new arena shooter.

Some people have problems with the tick rate (20)  some have problems with blizzards ""favor the shooter"" mechanics, some have problems with ultimate abilities and the new cosmetic crates that blizzard wants you to pay for (although you get them passively through just playing the game and each crate costs under a dollar if you're impatient) but nobody can deny that the game is fun without sounding a little spiteful

I'm here to tell you like it is, and this comes from a TF2 player with roughly 2000 hours of TF2 played, from the beginning (0 itemization on TF2 characters, no hats, no metal, no keys, no crates, etc.) to roughly 2 years ago, when the game became a drag for me.

When I look at Overwatch I see a lot of characters that are deeply rooted in TF2 characters simply because of how the character works and what role they play. However, these characters are generally acceptable because they have abilities that distance themselves from other playable classes in other games. I will not be drawing direct comparisons because if you look at the characters you can draw these lines for yourself. What I am willing to say is that imitation is the best form of flattery.

What I will also say is that what happened at Blizzards round table is obvious. Blizzard took a look at old games, took what they enjoyed best and what worked best to them, and decided to implement those things in their WIP; and there's nothing wrong with that. What you will mainly see in these reviews are people that are mad about characters that are obviously easier to play for new players (bastion, reinhardt etc.) and call out the nerf hammer or just say ""it's a rip off and it costs money oh and I'm bored already"" and just dismiss the game, which 350 have done, and they have every right to, but in my eyes it is a great injustice.

The first time I played Overwatch, which was in the free beta not too long ago, I played solo most of the time, as i still do. I swapped my characters when I felt I should based on the enemy team and found who I was proficient at and who I wasn't, which I feel should be every new players intention. I did draw conclusions as to who acted similarly to TF2 characters and was amazed at the new abilities and new ideas that blizzard brought to the table. Yes, you have Roadhogs hook which is like Pudge from Dota, or Blitzcrank from league, but this is new ground in an arena shooter, and it is equally as satisfying. What I didn't do was become bummed out at similarities that I found; I actually enjoyed these similarities because that's what I enjoyed from previous titles as well, even if they were from different devs.

What I noticed next was the fluid motion of characters and how smooth everything played out. Yes, I was flash banged by a Mccree many times, which causes a break in the action, and Mei did freeze me quite a few times, but it didn't make me rage, it made me want to think. Instead of figuring out which hat i was going to wear in TF2 I was actually thinking about how i can get around certain characters and what character I should play in order to beat the opposition and win. NOT get the most kills.

One of the last things I noticed was the play of the game (POTG) which, sometimes, I admit can be a let down, but ultimate abilities are very satisfying to successfully use. You will find many players getting upset at ""broken"" ultimates but as time passes players adapt, this is also where individual player skill comes in, yes, even with Soldier76's aimbot. In short, even the most seemingly broken ultimate requires timing and a bit of finesse in order to catch more seasoned players out.

All in all I'm having fun with Overwatch and will continue to do so in the foreseeable future. I endorse both solo play and playing with friends. I enjoy the graphics and the mechanics. I enjoy the learning curve and most if not all of the maps currently available. Blizzard may not have made the most original arena shooter ever but it doesn't deserve the rap it gets from the peanut gallery.

TL;DR, don't listen to the angry TF2 fanboys, trolls, and naysayers who caused this game such grief simply because they outright dismiss the game for having a few issues, and certainly don't let it put you off of getting the game. This game holds its own. In reality this game is a 9.2 in my book, but i'm giving it a 10 to counteract some of these unbelievable reviews and dismissals. Ridiculous.… Expand"
32,BottyBotsworth,"May 26, 2016",6,"It would be better if it had more game mode than escort and king of the hill. Hell, it'd be better if you could queue for one of those game types but as it is now I regret buying this game. There are only 3 heroes I enjoy and most of the heroes feel really bland to me. The graphics are solid as well as the animations. The game play feels lacking.

Really wish there were ways to modifyIt would be better if it had more game mode than escort and king of the hill. Hell, it'd be better if you could queue for one of those game types but as it is now I regret buying this game. There are only 3 heroes I enjoy and most of the heroes feel really bland to me. The graphics are solid as well as the animations. The game play feels lacking.

Really wish there were ways to modify your heroes such as equipping them with certain gear to increase stats. Playing as mercy I feel like I cant heal any form of damage making her completely moot unless the other player runs away which is a terrible idea for both game types.… Expand"
33,Infynis,"May 26, 2016",10,"I'm usually not a fan of FPS games, and when I first saw Overwatch, I thought ""Ew, I don't want to play a cartoony game with a monkey character,"" but I eventually went back and looked into it more, and then I played it in the open beta, and now I've played it at full release, and it has become one of my favourite games of all time. The team-play is fantastic, the lore and heroes areI'm usually not a fan of FPS games, and when I first saw Overwatch, I thought ""Ew, I don't want to play a cartoony game with a monkey character,"" but I eventually went back and looked into it more, and then I played it in the open beta, and now I've played it at full release, and it has become one of my favourite games of all time. The team-play is fantastic, the lore and heroes are amazingly interesting and robust, and the gameplay is still riveting literally hundreds of games later. Blizzard has knocked it out of the park with this game. And by the way, he's not a monkey, he's a scientist.… Expand"
34,Brogam4r,"May 26, 2016",0,"What pretty much everyone else said. Could be ok for a few hours if it was free to play, but this crap really doesn't cost 40 bucks. Its also such a blatant ripoff of tf2..."
35,batson456,"May 26, 2016",7,"The game is polished, I will give it that much. Unfortunately, that is about the extent of the appeal here. It is pretty much an exact copy of TF2 mixed with MOBA. I enjoy derivative games for the most part, we have to be real here, nothing is original, and good twists on old genres can be awesome. The real problem is that the game is just so boring! I played for a few hours, and at first,The game is polished, I will give it that much. Unfortunately, that is about the extent of the appeal here. It is pretty much an exact copy of TF2 mixed with MOBA. I enjoy derivative games for the most part, we have to be real here, nothing is original, and good twists on old genres can be awesome. The real problem is that the game is just so boring! I played for a few hours, and at first, was fairly impressed. I enjoyed how smooth everything was, the shooting was fantastic, the motion was fast and fluid. I played about 20 games or so, and then I just realized, I had no interest to play another. The game felt ludicrously shallow, strategies were the same from match to match, and each match pretty much unrolled exactly the same way. Evolve, as much of a flop as it was was infinitely more replayable and entertaining than this game. I don't understand the amount of love this game is getting, but if you enjoy it, more power to you! That is what opinions are for, just sadly not the game for me.… Expand"
