,names,dates,scores,reviews
10,AloshaFromRivia,"Jun 20, 2018",2,"Если вы хотите получать удовольствие от игры, то это не сюда."
11,EustaceCS,"Jun 18, 2018",0,"Random gameplay. Really. Desyncs everywhere, which renders most ranged characters unplayable at random.
Toxic community. So toxic so even bug report attempts at forum are being drowned in ""git gud"" junk.
Oblivious erotic accents. Just check fan art and most females' ingame poses. That's what actually keeps hype around this game up.
Competitive is completely unusable for loners. OnlyRandom gameplay. Really. Desyncs everywhere, which renders most ranged characters unplayable at random.
Toxic community. So toxic so even bug report attempts at forum are being drowned in ""git gud"" junk.
Oblivious erotic accents. Just check fan art and most females' ingame poses. That's what actually keeps hype around this game up.
Competitive is completely unusable for loners. Only full team of friends ensures that there will be something competitive-like since there are no player-performance based rating, just yet another winrate (team's winrate based!) player rating.
Useless customer support. Sends players with server-side issues to forums instead of actually helping.
Activated 2factor authentification? Say bye-bye to your account. If you'll lose/break your device with it - support won't help you with restoring your account. That's it, account protection measure which will destroy your account.
Concentrated disappointment by once-famous game developer.… Expand"
12,Shekky,"Jun 17, 2018",5,"Blizzard has struggled with balancing in most of their games. The gameplay is ok, lacks a singleplayer experience that I was hoping to get out of this game. Multiplayer can be fun when you don't run into those toxic players and play like your in a competitive game. The higher rank you attain in competitive forces you to play the game even more so you can maintain your rank which wouldn'tBlizzard has struggled with balancing in most of their games. The gameplay is ok, lacks a singleplayer experience that I was hoping to get out of this game. Multiplayer can be fun when you don't run into those toxic players and play like your in a competitive game. The higher rank you attain in competitive forces you to play the game even more so you can maintain your rank which wouldn't be bad if I didn't like other games more.… Expand"
13,ScemEnzo,"Jun 17, 2018",5,"A technically perfect title, with astonishing graphics, optimized performances and nice menu navigation.
It has very well designed character, mixing togheder skills taken from TF2 and balancing them between characters.

That said, even if it's an incredibly well developed and maintained title, it has something that goes wrong when talking about the fun that it gives.
Matchmaking isA technically perfect title, with astonishing graphics, optimized performances and nice menu navigation.
It has very well designed character, mixing togheder skills taken from TF2 and balancing them between characters.

That said, even if it's an incredibly well developed and maintained title, it has something that goes wrong when talking about the fun that it gives.
Matchmaking is slow (sometimes it reachs 5-6 minutes to find a match in Europe, than after the match you have to wait again), unconsistent and the number of concurrent players is far from being the ""40 million"" they advertise so much.

The hero skill based gameplay, even if it's almost balanced after lots of update, it's far from being a competitive style of game, on wich they push so much: it's a slot machine team game, where the only thing that matter is not shooting but using nicely your skill and, most of all, the ultimate, the unpredictable gamechanging factor that ruins everything. I know it's a cool idea, but it's not meant to be done for competitive and fair kind of games.
The most frustrating thing is that a match is mostly based on shield heroes and support ones. Some of those last ones are, also, a lot overpowered and nothing has been made to balance them. Even if a support should be used aggressively, you should not design a character that does area heal, has a shield, has stun and does a lot of melee damage.
It also seems like the game want to please everyone, giving medals and highlight randomly, also to very bad players during the match without reason.

The community is sometimes toxic, sometimes weeaboo, sometimes Brizard's fans. I'm not saying it's always that way, but during my hours of gameplay I've got some encounters like that.
The undoubted overrating behaviour arround this title seems in part caused from this very last part of the community.
Also it's true what they say: if you are solo or you are in a team but with very incompetent friends, don't think the matchmaking is gonna give you match based on your overall skill level.

I won't talk (and considering in the score that I've given) about the lore that is pretty cheap both in narration and articulation, since it has nothing to do with the gameplay.

Lastly, the incredible lack of maps and modes. Heroes are enough, skins and collectibles also, but stuff that regards gameplay is in miserable quantity for a paid online-only title.… Expand"
14,sunboxed,"Jun 15, 2018",0,"""Sometimes I'm not sure why do I even bother ..""

If I can describe my entire experience of playing Overwatch in one word, it would be  - frustrating. Upon playing your first match, you do not feel as if you are entering a video game, but opening the gates of hell instead. I have been met with immediate hatred, blaming, random cursing, nothing to even slightly resemble a good time. And""Sometimes I'm not sure why do I even bother ..""

If I can describe my entire experience of playing Overwatch in one word, it would be  - frustrating. Upon playing your first match, you do not feel as if you are entering a video game, but opening the gates of hell instead. I have been met with immediate hatred, blaming, random cursing, nothing to even slightly resemble a good time. And this is just the beginning. The main problem of Overwatch is that it is a competitive shooter that relies way too much on team play, and personal skill means nothing on its own. Obviously, it is greatly important how good you are at the game, but you cannot do anything on your own even if you are the best player out there. The team setup has to be well-thought, with some hero combinations being clearly more prone to success than others, but ironically nobody really cares. Playing in a team that picks 5 dps characters and you play the only support is not uncommon, but the funny thing is that most of these players love to blame somebody else for their own selfishness. It feels as if they lose intentionally so that they can blame, fight and argue with somebody.

Another problem that only fuels the previously mentioned fault of the game is the competitive matchmaking system. New solo players of skill must get ready for the so-called ELO hell. The system matches you against either worse or better players, so that you can get your dose of winning, however when the system decides it is time for you to lose, it is going to pair you with clearly worse players so that you have no chance (just check the stats!). For example, sometimes you are going to play against a team of a higher rank, but being matched with people that have much lower stats than you.  Overall it feels that the matchmaking system has been designed to artificially pull you down the ladder so that it would take you more time to climb, meaning more money for the company.... A very bad money-grabbing practice.

The third problem of the game is that it suffers from a lot of balance issues, with some characters being much stronger than others. This is an issue that is practically unsolvable, considering the different roles and skills each character has. As a player, you get adjusted to how everything works, but you notice some character interactions being unfair, such as some characters being unable to make any dps to a tank, or others instakill a healer. Character redesigns do not fix the real problem, sadly.

But not everything is bad stuff.. All the characters have been designed very well, with attention to details of their personality, skill, attitude, etc.. The game levels are beautiful, vibrant and open to different scenarios, however, there are not nearly enough. The game has been programmed and polished very well, being able to work on older hardware, too. The fast pace of the action has been captured quite well, with the right design choices holding everything well together.

All in all, Overwatch most definitely is not a bad game, however, it suffers from the same problems other Blizzard games have - greed. My observations lead me to believe that most of the player frustration comes from the horrible matchmaking that intentionally disrespects the solo player.… Expand"
15,Freeman82,"Jun  9, 2018",0,"This game had such potential and can really be an epic gaming experience. But ultimately Blizzard itself is ruining the game along with trolls, throwers and kids who joins up to ruin the game.
Blizzard does a great job banning and silencing the people who get angry about trolling and throwing, punishing people who actually just want to play the game like its supposed to be played is justThis game had such potential and can really be an epic gaming experience. But ultimately Blizzard itself is ruining the game along with trolls, throwers and kids who joins up to ruin the game.
Blizzard does a great job banning and silencing the people who get angry about trolling and throwing, punishing people who actually just want to play the game like its supposed to be played is just SUCH a big mistake. All you end up with is the bad seeds in the game, those guys arent getting punished and theyre ALLOVER the place - at any time you can join 50 matches and lose at least 40 of them due to some guy/guys just making bad picks, being toxic in chat or actively doing what they can to help the enemy team.
People are so busy talking about their ranks and talking down to someone with a lower rank, even when playing gamemodes where that doesnt mean anything.
It just shows that the game is a cesspool of the lowest kind of players gaming has to offer, and its ruining the game fast.… Expand"
16,NutZdk,"Jun  9, 2018",0,"This game had such potential and can really be an epic gaming experience. But ultimately Blizzard itself is ruining the game along with trolls, throwers and kids who joins up to ruin the game.
Blizzard does a great job banning and silencing the people who get angry about trolling and throwing, punishing people who actually just want to play the game like its supposed to be played is justThis game had such potential and can really be an epic gaming experience. But ultimately Blizzard itself is ruining the game along with trolls, throwers and kids who joins up to ruin the game.
Blizzard does a great job banning and silencing the people who get angry about trolling and throwing, punishing people who actually just want to play the game like its supposed to be played is just SUCH a big mistake. All you end up with is the bad seeds in the game, those guys arent getting punished and theyre ALLOVER the place - at any time you can join 50 matches and lose at least 40 of them due to some guy/guys just making bad picks, being toxic in chat or actively doing what they can to help the enemy team.
People are so busy talking about their ranks and talking down to someone with a lower rank, even when playing gamemodes where that doesnt mean anything.
It just shows that the game is a cesspool of the lowest kind of players gaming has to offer, and its ruining the game fast since the people actually giving a **** about them acting that way, is getting banned and silenced by Blizzard for letting them know in chat.… Expand"
17,Dalray3s,"Jun  6, 2018",9,"El único juego only multiplayer que me ha tenido enganchado durante horas, donde el trabajo en equipo cuenta mas que cada individualidad y encima lo cuidan, añaden contenido nuevo (mapas, personajes y modos de juego. así como skins)

el único punto negativo que tiene es que a nivel competitivo una desconexión a conciencia perjudica demasiado al equipo. deberían medir mejor esas situaciones"
18,DKR,"May 25, 2018",6,"At first, I feel privileged to be the first to make a thoughtful, honest review instead of ""omg its tf2"" and ""omg cancer community!1!""

Bliz has taken the title belt over every genre it's entered: MMO, FPS, RTS, ARPG,...ok HOTS was pretty bad, but point is they're no pushovers of game developing, and Overwatch truly is revolutionary. You can tell they played every video game they couldAt first, I feel privileged to be the first to make a thoughtful, honest review instead of ""omg its tf2"" and ""omg cancer community!1!""

Bliz has taken the title belt over every genre it's entered: MMO, FPS, RTS, ARPG,...ok HOTS was pretty bad, but point is they're no pushovers of game developing, and Overwatch truly is revolutionary. You can tell they played every video game they could to extract every good idea for gameplay possible and - frankly - crafted an FPS to such perfection that OW will be the standard of FPS for rest of time in terms of gameplay/character design, map design, voice work, music composition, commendably balanced heroes, beautiful graphics, even going PC (ie a lesbian hero, a bisexual hero, or buff chick and chunky chick for the feminists, or robots that are portrayed as an oppressed minority [I can see the others, but racism against robots? really?] ) just about everything in OW is polished to a shiny sheen. So, why the low score?

It isn't evolving. It could be argued that Bliz made a game so perfect that it has nowhere to go, but there is still this looming void about the game as the years pass (even bliz said ""here comes next comp season. see you there._. ). TF2 introduced new modes, new weapons which allowed alternate play styles, many, many new maps, and it's personality was one-of-a-kind with a charm that never went away. OW has given little new content save for an occasional map, or a new hero who's balancing is all over the place (sombra sucked @1st, ana was a god @1st, Fist either kills everything or dies instantly, and Moira is f**ing INSANE) or taking some casual mode and putting COMP in front if it i.e. comp FFA/soccer. The flow of content is slow and anti climactic.

2nd reason is the game's lore is absolute garbage. The game has no driving narrative. Every hero's story is ""everyone thought they died...BUT THEY CAME BACK WITH VIDEO GAEEM PWERRZZ!!""
As is trendy nowadays, everyone has 0 development. None. It's like Bliz made a 20 part book series that all had 1 chapter. It's hard to view the heroes as...well heroes, bc they don't fight anything. Who is the enemy? Why do they exist? Why are they fighting? To kick a soda machine's a** in Japan?

C'mon, we all know the real reason why this is. If you want a plot to be interesting, characters have to struggle, suffer, discuss morality, philosophy, justice vs vengeance, mercy or execution, 2nd chance or judgement, who is the hero and who is the villain, who are you rooting for/against? Not only would this take time and *cough* talent, but calling something ""evil"" might offend someone, so everyone's motivation is brushed into a cloud of uncertainty, pretty graphics, and shiny, purple booties. After all, WHO ARE YOU TO SAY WHATS RIGHT OR WRONG! CHECK UR PRIVILEGE BRO! UR JUST (shaming buzzword here).

The balancing isn't perfect either. Junkrat, Phara, and Widow leave a warpath to the objectives bc they have little counterplay when used properly. Phara 2 shots her own counters & 90% of the OW cast can't even engage her bc her mobility and flight which render her unkillable, Rat can blindly spam to f*ing murder teams by himself, and accurate Widow's are 1man armies while no one plays Report Torb.

Speaking of reports, Bliz still has their bs report system. Problem is, you can get reported for ""abusive language"" for playing Torb. I made a sarcastic, unoffensive comment in General Chat, and saw a 3 month silence. Should I even be shocked anymore? The first month I played OW, I didn't talk, and weekly i still got emails from Bliz telling me to tone down the abuse. Now I'm getting reported for not communicating, and paragraphs of ""teamwork"" and ""this is why you're bronze"" sermons.

Which brings me to my final beef with OW: the community. No, they're not the worst ever. Honestly, I'd say this is the least toxic & coolest community I've seen in 20 years of online gaming, so what's so bad? Even here, you can see ""cancerous community"" popup in all of the neg reviews. What. a bunch. of babies. Try LoL. You kids don't know the meaning of ""cancer"", but bc the squeaky wheel was so loud, Bliz made their dumb*ss report system so they can PR about the number of punished accounts.

I can't take it anymore. When it comes to gameplay, they are so. f*ing. stupid. Leave it to our favorite collective of idiots to make ""GROUP, WALK TO SQUARE, PUSH Q"" impossibly difficult. I don't mean losing, I mean being completely and utterly shut down. All you can do is kick back in your lawn chair and laugh at the calamity. The enemy is sooo good. Tanks absorbing damage, dps kicking ass, present healers, great ultimate usage, great focus, and no matter how much I bomb my elo, they always have a badass sniper that doesn't miss a headshot. You're team has 6 wandering DPS that only exist as Dabacabb montage fodder leaving you - as 1 player - defenseless.

Who am i kidding. No one's reading this s** anymore.… Expand"
19,Kakirot,"May 24, 2018",0,"**** game, **** Devs, for ****s.

Congrats, you're probably a ****got. Not sure what it's like being a **** but you'd probably fit right in with all the other ****

And guessing how much of a **** you are, you probably play Fortnite as well, since you'd fit in with the ****s over there."
20,Torc,"May 24, 2018",10,"It's like they took all the best features and movement of my favorite types of FPS's and put them in one game.

Smooth fast movement like Quake 1 and 2.

Awesome varieties of characters. Intense action, never a dull moment. Even getting rolled is fun."
21,biddikdaddy33,"May 21, 2018",0,"Overwatch is a game in which your success is dependent on your teammate's competency levels, to which you will often find is very very low. Matchmaking often ends up with 5 dps players, with me being the only healer or tank. Pass on this one."
22,Gamereview91,"May 21, 2018",0,"The game suffers from many flaws which I believe will give the player a bad experience. First, if you don’t have a group of friends who play this game, do not bother. This game punishes solo players with its competitive mode match-making system which is very flawed. You’ll constantly be grouped with toxic uncooperative players.."
23,LiLwerewolf,"May 20, 2018",0,Boring and absolutely not worth your money game. Well advertised but doesn`t excuse expectations :(
24,Eyoldaith,"May 16, 2018",9,"So after over 1000 hours on this game, I decided to write a short review.
Graphically the game looks really nice, but highly stylized. Whether you'll like it or not is up to personal opinion.
The game is fairly well polished and optimized, but can be pretty glitchy at times.
The game has quite a few characters by now, which promotes varied gameplay, but unfortunately Blizzard isSo after over 1000 hours on this game, I decided to write a short review.
Graphically the game looks really nice, but highly stylized. Whether you'll like it or not is up to personal opinion.
The game is fairly well polished and optimized, but can be pretty glitchy at times.
The game has quite a few characters by now, which promotes varied gameplay, but unfortunately Blizzard is atrociously slow at balancing them. After reworks or new characters are added, it takes months for them to become balanced. Brigitte is the newest example of this, the character is broken af and has caused many tank mains (myself included) to stray away from tanking because she can screw them over without even needing to touch the keyboard.
Competitive in Overwatch isn't particularly good (I personally loathe it). There's no form of role queuing, so you often end up with with 3-4 DPS mains (since DPS players make up the vast majority of the playerbase).
Overwatch has annual events where you can unlock limited time cosmetics by playing or buying loot boxes, they also usually feature special arcade modes.
Overwatch has some pretty nice social features, there's both voice and text chat (the text chat is only available on PC though), and you can easily stay in touch with people you meet outside of the game as well due to the social features of the launcher.

Regardless of my many gripes with this game, I've come to love it due to the varied gameplay and memorable characters, and I would highly recommend trying it out.… Expand"
25,VladiMiagk,"May 15, 2018",10,Лучшая игра в своем жанре! Большое спасибо разработчикам за их труд! Просто супер!
26,moistcake123,"May  2, 2018",1,"What could be a fun game, hindered by poor server support, inconsistent patches, and unbalanced gameplay. After 300 hours of this game I've finally decided to let it collect dust. Better luck next time Blizzard."
27,TFreeman,"Apr 25, 2018",1,Mediocre FPS that is based excessively on previous exponents of the genre without innovating in anything. almost two years after its release many people can not play due to the exaggerated problems of the servers and many other problems related to Blizzard and its inability to maintain a video game.
28,silkforcalde,"Apr 24, 2018",10,"The single best game of all time.  The only problem with this game is other people, specifically the people that pick characters that don't fit the team composition and refuse to change.  They suck.  The game doesn't.  A flawlessly designed game with infinite replay value and constant content updates.  Blizzard is the best at making games for a reason."
29,Nestiz,"Apr 22, 2018",6,"Good graphics, interesting gameplay, one of the best teamgame...
The problem is only one - terrible community and the attitude of developers to the players, who just ignore you. It make you nervous all the time you are playing this game.
It's a good game to play for fun for 2-3 months, but not more. Everything good in this game is too simple."
30,EternalTouch,"Apr 20, 2018",7,"Coming from someone who has played Overwatch for over a year, both for fun and competitively, its hard to judge Overwatch as a game or as a community, as the game itself is an amazing creation, and one of the best team-based games out there today, which has gained a massive following. That's not to say the community helps its case, and while being one of the funnest games out there rightComing from someone who has played Overwatch for over a year, both for fun and competitively, its hard to judge Overwatch as a game or as a community, as the game itself is an amazing creation, and one of the best team-based games out there today, which has gained a massive following. That's not to say the community helps its case, and while being one of the funnest games out there right now, the community is swarmed with toxic players, boosting in higher ranks, and griefing: where a player places a lower ranked than what they are placed/skilled yet. i.e. A Master player playing games in Silver.

While I do have an extremely fun time playing the game as a whole, the community ruins this game from becoming the perfect game it could be. The Overwatch League, a weekly program from Wednesday to Saturday pits twelve teams against each other, and has definitely re sparked the interest of those who love Overwatch.

When it comes down to it, while Overwatch is fun mechanically, the community will leave a sour taste in your mouth, wondering if you're willing to stick through it to simply enjoy the game.… Expand"
31,YuriZakhaev,"Apr 19, 2018",5,"A stunning game with extremely solid gameplay plagued by the indecisiveness of Blizzard's ""balancing"" powers and an overwhelmingly toxic community.  New content is locked behind seasonal events where loot box odds plummet so that you can't grind out most of the skins without almost being forced to pay to better your odds. From someone who has 400 hours in-game (most in competitive) and hasA stunning game with extremely solid gameplay plagued by the indecisiveness of Blizzard's ""balancing"" powers and an overwhelmingly toxic community.  New content is locked behind seasonal events where loot box odds plummet so that you can't grind out most of the skins without almost being forced to pay to better your odds. From someone who has 400 hours in-game (most in competitive) and has been playing since actual day one, this game is a shell of what it claimed to be and is dying because Blizzard can't figure out how to balance a game between the wants of the casual and pro community. Not only that, but the playerbase is unbelievably toxic in and out of ranked. Throwers, leavers, general griefers in chat and BM all around. For a game that took 2016 by storm, it's fading into obscurity. A forced entry into e-sports (Overwatch League) only brings viewer counts, not player counts.… Expand"
32,Bornfire,"Apr 10, 2018",10,"This is a great Game, because the characters are very well worked and they have our charisma, and ... There is nothing more to say :p"
33,Thornep,"Apr  9, 2018",3,"The main problem I have with this game is that its matchmaking is AWFUL, at least in solo queue (and holy hell Arcade modes are just unplayable and everything gets even worse after 10pm). Almost every match is a complete washout for one side or the other, depending on whether the MM has decided you should win or lose. New players, prepare your anus because the matchmaking only (allegedly)The main problem I have with this game is that its matchmaking is AWFUL, at least in solo queue (and holy hell Arcade modes are just unplayable and everything gets even worse after 10pm). Almost every match is a complete washout for one side or the other, depending on whether the MM has decided you should win or lose. New players, prepare your anus because the matchmaking only (allegedly) tries to match aggregate skill on the two teams. That means that a bad player can and WILL get thrown in a match where almost everyone is much better as long as the magic algorithm thinks that the approximate team skill levels are balanced. Leaving aside the point I made above that matches are almost always garbage in solo-queue, even a near even match between teams will be a complete joyless pain if you are just fodder for the enemy team, and that's what is going on. Try logging on to some of the modes anywhere after about 8pm and watch what you'll get- one team around level 100 (or less) each against 3-5 people above 400lvls of experience. Pre-made teams against randoms. It's not a gg. So what I said before about matching the average skill of a team is BS, they don't even come close.

It would be great if the vaunted ""critic reviews"" actually looked at things like matchmaking.

((Oh, and if you encounter the same jack@ss again and again griefing his own team, you can't do anything about it because they took out the ""avoid player"" button because toxic AHs were upset that no one wanted to play with them. The excuse is that ""good players were being avoided because no one wanted to get beaten by them"" but the SENSIBLE solution would have been to make ""avoid this player"" avoid having him on YOUR team. But Blizzard is either lazy, stupid, or loves to keep their games full of idiots griefing each other. Is mei walling his own team? How about teleporters that lead off cliffs?)) see below

EDIT 3/25/18: Overwatch has now implemented a feature that allows you to avoid players on your team, just as many have suggested. HOWEVER, they limit you to two people. Two people out of how many players? And it lasts only 7 days. in the announcement they posted they said they are going to look at queue times and might increase the number. Hopefully they will increase it.

And unfortunately there is no story, no plot, no solo or co-op play of any relevance so if you are put off by the crap matches you get, there is no point in playing. Really, the only way to play this game and have any fun is with multiple friends- the more the better so that you can defeat Blizzard's garbage matchmaking. But why give blizzard money for their lazy practices?

Also, Genji is cancer.… Expand"
34,Metalpizza123,"Apr  9, 2018",7,"Well Let me get to the point here It's good, but not worth it yet. 30 quid for this is really asking for a lot. There's not that much in it anyways. The gunplay is ok, not great. most of the guns feel weak. A lot of the game is based off communication, which there usually isn't. There isn't a problem of hackers, but I've seen people completely pubstomp games with 50+ eliminations, usuallyWell Let me get to the point here It's good, but not worth it yet. 30 quid for this is really asking for a lot. There's not that much in it anyways. The gunplay is ok, not great. most of the guns feel weak. A lot of the game is based off communication, which there usually isn't. There isn't a problem of hackers, but I've seen people completely pubstomp games with 50+ eliminations, usually as reaper, genji or bastion. Bastion isn't OP, it's that he's easy to play and the skill level required to beat him is a bit more substantial than the skill required to play him. Supports are well done, surprisingly. Most of them feel balanced, with a good skill ceiling availible for ambitous players. defense heroes are alright. Bit dull overall, with mei being an exception. I'm seeing way too many ultimates though, and unfortunately I see so many more offensive ones it's usually normal to see entire teams getting wiped out by 3 simultaneous ultimates. while mercy might only pop her ult once per round. Supports aren't building their ults fast enough. Tanks are surprisngly fun, with a lot of tactics involved other than running straight into enemy fire.
Graphically i'm split. It looks great, with animation-like models and great environments. The optmization is also really good, running on lower end machines as well. My main problem is that a lot of the effects are too jarring. The screen can easily be filled with all sorts of visual effects, making it impossible to see what's happening.
Mechanically it's good. The game modes are fair, with good amounts of opprunity on both sides for most games. I will say that payload maps need a rework. I'm seeing way too many bottlenecks where the game just freezes there until 3 or 4 ults are popped.Most maps are fine. None of them are very good though. It would pay to look at other games that have done maps well before. Please fix the jump animations. They make me feel terrible, like they have bobble heads or rigid spines.
With friends? This game is amazing. The atmosphere the game creates is great. However I will say that the servers aren't great, so if some friends aren't in the same country, let alone region, I'd advise against playing with them.
the music is ok. Honestly i thought Blizzard could do better but it's fine. it works and the tension is there near the end of the rounds. but it's bland compared to the overall theme of the game.
Customization is great. Lots of taunts, voice clips, alternate costumes and sprays, although a good amount of the skins are just different colour schemes. The voice acting is superb, especially when the characters talk to each other during the preparation period.
Almost no community made items though. no private servers or custom maps or private matches. A bit disappointed but really I've been spoilt by Valve letting me host whatever i want. L4D2, CSGO and TF2 al have a thriving community creating new stuff. Blizzard could release an Asset maker for us. That'd be fun.
It's fun. There's competitive. There are few hackers. Graphically and stylistically it's great.
But this score is how much i enjoyed it.
And I think it's a great game. I  might update my score after more content is released but right now not much is making me go ""Hey I want to go back to Overwatch"" and play more of it. It's hella fun, and when there's synergy, it works. But most of the time it's as if I've already played this before. i don't know whether the amount of content coming is worth staying on for, or Blizzard is just gonna take the SFV route and delay content but 30 quid isn't getting me much. I look forward to seeing what Blizzard does and whether it updates my score but a 7 is what I think it's worth.
EDIT 2018
The game has, as i had hoped, significant content patches with new maps n heroes. I can now say you can easily justify the price tag the game has.  However, problems are still there, and I will talk about how it can still improve.
my initial review in 2016 said that a lot of the mechanics were good. I feel that it has only improved,with blizzard slowly tuning it so that the online feel is much more cohesive. Each hero feels a bit more consistent, with viability and strategy matching the map and skills you're on. i also appreciate the continued optimization. It still runs beautifully and i think that it does stand head and shoulders with DOOM/Warframe as one of the best running games you can get. Blizzard also gets a thumbs up for allowing server browser, better custom modes, arcade modes. These are the things that every multiplayer shooter should have and I'm glad that these features are now available. Servers are better, though i still recommend only playing with friends in the same region.
However, i still have a few problems. Toxic players are part of any online game, but dealing with people who queue together is a hassle and I leave games to avoid toxic groups. The graphics are still far too flashy, making it difficult to pinpoint targets.… Expand"
35,Jabbam,"Apr  8, 2018",0,Absolutely abysmal matchmaking. Jeff Kaplan announced via livestream recently that the team does not consider forum feedback for decision-making. Do not buy until Blizzard decides to change.
