,names,dates,scores,reviews
10,Mrscorpion123,"May 25, 2016",10,"This review contains spoilers, click expand to view.
        
Игра замечательна такие игры больше не кто не делает рекомендую всем (если вы не школьник) интересные герои карты сам геймплей и она стоит своих денег… Expand"
11,AlexRdz,"May 25, 2016",6,"Overwatch is a first-person shooter class-based multiplayer game made by Blizzard.
Its art-style is gorgeous, from the character to the map aesthetics everything looks fantastic.
Each character has a personality of their own meaning that players will feel identified and connect easily with some of the heroes.
Animations are fantastic.
And most importantly, it is super fun if you haveOverwatch is a first-person shooter class-based multiplayer game made by Blizzard.
Its art-style is gorgeous, from the character to the map aesthetics everything looks fantastic.
Each character has a personality of their own meaning that players will feel identified and connect easily with some of the heroes.
Animations are fantastic.
And most importantly, it is super fun if you have friends to play with.
My biggest issue with this game is that the current server tick-rate is sitting at a very disappointing refresh rate of 20hz meaning that sometimes you will die from bullets not registering properly which is unacceptable from a competitive standpoint, and let's be honest, Blizzard will push this game to be part of the eSports scene.
Also, the content is very lacking.

Now, from this point of my review I want everyone to understand that what I'm going to say are completely my opinions and takes on how I enjoy video-games overall, so don't take this to heart.
First of all, I'm a very competitive person, I have been playing fighting games and arena shooters for almost two decades, and what I enjoy the most of the games I play is how high the skill ceiling is and what your character's limits are and what you can do with him but, when I watch Soldier 76 mauling everyone without having to aim with his ult, Reaper's Ultimate and Bastion players sitting in one place shooting and killing everyone in sight with apparently no recoil whatsoever it's really off-putting for me.
Now, I'm not saying that these particular heroes are over-powered since you can easily counter them with another hero, I just don't like the little effort that you have to make to kill someone in this game.
I also think the maps are not that good with poorly placed health packs specially if we compare them to TF2's extremely memorable maps.

TL;DR:
The art-style is definitely my favorite aspect of this game and it is super fun with friends but, from a competitive standpoint this game doesn't appeal to ME, I know everyone is enjoying it and that's fine. The content is very lacking too.
Kudos to Blizzard for such an extremely successful game.

Peace,… Expand"
12,dregojax,"May 25, 2016",7,"I'll go with a 7.5/8 max. the gameplay is excellent but a little short on modes and map. The roster is fun, but not as innovative as people seems to think. They just strip down the basic sets of move of much of any shooter character to gives it to some character - a quite cheap way to creat a few ""unique"" character.

For 40$ it,s a an excellent pick up. But keep your head above the hype.I'll go with a 7.5/8 max. the gameplay is excellent but a little short on modes and map. The roster is fun, but not as innovative as people seems to think. They just strip down the basic sets of move of much of any shooter character to gives it to some character - a quite cheap way to creat a few ""unique"" character.

For 40$ it,s a an excellent pick up. But keep your head above the hype. It's not really new. Its perfectly done, but we are not in front of a milestone in the videogame world.

Now i must go back to play that very fun game!… Expand"
13,doddsydodds,"May 25, 2016",10,"8/10 Ok I put it at 10/10 to counter the ""blizzard hate"" reviews, but seriously I would say 8/10. This game is outstanding and without a shadow of a doubt one of the best shooters in a decade. The only things I feel it is lacking is some game modes and not a huge variety of maps, although the maps are fun to play they do feel similar to one another and not very unique unlike the heroes who8/10 Ok I put it at 10/10 to counter the ""blizzard hate"" reviews, but seriously I would say 8/10. This game is outstanding and without a shadow of a doubt one of the best shooters in a decade. The only things I feel it is lacking is some game modes and not a huge variety of maps, although the maps are fun to play they do feel similar to one another and not very unique unlike the heroes who are probably the standout feature, besides the impeccable gameplay. One big thing that dropped it's rating for me as well is the lack of progression, which is an understatement. There is literally none. Levelling gets you loot crates which give you new cosmetics, that's literally it. But as I said before it has to be one of the best shooters I have ever played in terms of gameplay, not only does everything work, but it works so well together, they also fixed the few overpowered things from the beta, so no real issues in terms of balancing.

If you like FPS games you would be insane not buying this, if you don't like FPS games I am confident this is the FPS that will change your mind!… Expand"
14,Aaron1,"May 25, 2016",0,I bought this game super hyped for it but this game literately has 2 super boring game modes that get old after a couple of hours. Honestly this game has the content of a FTP game like seriously league and dota have more content than this game that you have to pay $40 for....
15,krazyito,"May 25, 2016",10,"Amazing game. Fun characters and of course a Blizzard title.  I'm not gonna sit here and say I'm not a Blizzard Fan boy.  I am, I love Blizzard games.  They cater to what I love. They give great story and great gameplay and even in their whole history of development they show that they care about their gamers and do everything they can to support us. From actively listening and respondingAmazing game. Fun characters and of course a Blizzard title.  I'm not gonna sit here and say I'm not a Blizzard Fan boy.  I am, I love Blizzard games.  They cater to what I love. They give great story and great gameplay and even in their whole history of development they show that they care about their gamers and do everything they can to support us. From actively listening and responding to our feedback about the game to giving fierce stances on cheating.

Overwatch encompasses all these Blizzard ideas with the same love that is given to any of their games.  The game has been transparent with what they said will be in the game since its announcement.  Everyone who remotley read anything about the game knew loot boxes were going to be sold as micro transactions after launch. Everyone knew those boxes would only contain cosmetic items that have 0 performance on actual game play.  We also knew that there was no single player and there was no ranked mode at launch.  We knew ranked would come at a later date after launch, we also knew that new maps and heroes would be added to the game for free later down the road.

The game has basically been out for months now with its beta.  Its an amazing game with great teamwork opportunities and hours of fun. Anyone who didn't know exactly what the game offered from the get-go obviously didn't look into the game at all before hand or really hates blizzard in general.… Expand"
16,sniperfoxdls,"May 25, 2016",10,"Great fun with a surprisingly deep meta / counter-picking strategy element to it.  If you were expecting TF2 with updated graphics, it's WAAAAY beyond that and you owe it to yourself to give this gem a try.

Easily the best game of 2016 so far, and probably the best game of the last several years."
17,Abomlol,"May 25, 2016",9,"Awesome game. Great hero developments and abilities. Play this with friends! It makes the games truly enjoyable. Soloing can be agonizing.  Also, expect Hero Loot rewards to be slow going. I don't pay for pixels but someone said getting everything will take about 5,000 games."
18,uberbs,"May 25, 2016",10,"Overwatch is absolutely astounding! As a veteran gamer, i can honestly say this game makes me feel like a kid again.

The character designs are appealing to the eye.
The animations are nice and not too overwhelming.
The hit detection is on point.
Every character is easy to learn and that makes it fun to try all of them out.

It's just a very fun game to play. I highly recommend thisOverwatch is absolutely astounding! As a veteran gamer, i can honestly say this game makes me feel like a kid again.

The character designs are appealing to the eye.
The animations are nice and not too overwhelming.
The hit detection is on point.
Every character is easy to learn and that makes it fun to try all of them out.

It's just a very fun game to play. I highly recommend this game to anyone that enjoys playing team based first-person shooters.… Expand"
19,zeusmagnet,"May 25, 2016",9,"Once again Blizzard have released a stellar product to the consumer market.  Overwatch is a fantastic team-based shooter-strategy game.  I include strategy because a lot of the game is tailoring your team to counter theirs.  The game feel is solid, the characters seem balanced (there is some room for improvement, but nothing major) and the maps are well designed.  The character lore isOnce again Blizzard have released a stellar product to the consumer market.  Overwatch is a fantastic team-based shooter-strategy game.  I include strategy because a lot of the game is tailoring your team to counter theirs.  The game feel is solid, the characters seem balanced (there is some room for improvement, but nothing major) and the maps are well designed.  The character lore is where this really sets the game apart, as each character has an interesting backstory (more of which is to be revealed) and interesting character interactions.  Blizzard promises new heroes, maps, game modes, skins, and more with no extra cost to the user so I am excited for the future of this game.  With the digital shorts and comics, Overwatch is poised to be much more than just a team based shooter game.… Expand"
20,Ksoz,"May 25, 2016",2,"Good mechanics, good graphics. The balance of bad characters. The game for the money, you buy the game and then you offer to buy trunks for real money, accelerating the collection of skins, graffiti, etc. Personally, I believe that the right to introduce paid services - this is not respect for those who bought the game. With the introduction of such ulug this game is similar to the modelGood mechanics, good graphics. The balance of bad characters. The game for the money, you buy the game and then you offer to buy trunks for real money, accelerating the collection of skins, graffiti, etc. Personally, I believe that the right to introduce paid services - this is not respect for those who bought the game. With the introduction of such ulug this game is similar to the model F2P. It is not glad that he bought.… Expand"
21,ChristoMax,"May 25, 2016",9,"I don't normally play team shooter games. In fact, I'm typically team-shooter-averse.  However, after playing Overwatch for 5 hours straight, I found myself not wanting to stop.  The games are quick, fun, and addictive.  I love that you don't have to grind to level your character, and everyone is on the same level, so that people who are more casual can easily jump  in to play with thoseI don't normally play team shooter games. In fact, I'm typically team-shooter-averse.  However, after playing Overwatch for 5 hours straight, I found myself not wanting to stop.  The games are quick, fun, and addictive.  I love that you don't have to grind to level your character, and everyone is on the same level, so that people who are more casual can easily jump  in to play with those who are more 'core'.… Expand"
22,meanrock,"May 25, 2016",9,"Amazing game that doesn't take it self too seriously. You can sit down and play this game for 10 minutes or 3 hours- an important feature as I grow older and have less chances to marathon a game. The art is polished to Blizzards' high standards. The game modes and maps are very intuitive(huge +) but have less variety. This game has one big trick up its sleeve- this isn't a team shooter.Amazing game that doesn't take it self too seriously. You can sit down and play this game for 10 minutes or 3 hours- an important feature as I grow older and have less chances to marathon a game. The art is polished to Blizzards' high standards. The game modes and maps are very intuitive(huge +) but have less variety. This game has one big trick up its sleeve- this isn't a team shooter. Its a first person MOBA like Heroes of the Storm. It has a roster of 21 well balanced characters, huge when compared to other FPS games but average for a MOBA.  Any team fight depends on character run back and death timers, character ultimate abilities have huge potential for synergy - and a skill gap if you don't understand that. The micro transaction are only for character collectible items and aesthetics, no impact on game play. Blizzard did everything right with this game, its longevity will only depend on additional maps and game modes being added in the months/years to follow.… Expand"
23,Crujones,"May 25, 2016",10,"I will preface this that I am NOT a FPS kind of guy, I like almost other types of competitive PvP besides FPS. But with Overwatch I am addicted, I can play all day and gain no fatigue because there is so much variety and almost every character is fun to me (I hate playing Tracer) and they all fill a certain niche.

There are some complaints that it's multiplayer only or shallow and II will preface this that I am NOT a FPS kind of guy, I like almost other types of competitive PvP besides FPS. But with Overwatch I am addicted, I can play all day and gain no fatigue because there is so much variety and almost every character is fun to me (I hate playing Tracer) and they all fill a certain niche.

There are some complaints that it's multiplayer only or shallow and I just respectfully disagree about it being shallow. Yes it is ""easy to pick up, difficult to master"" but isn't that something every FPS should shoot for? The $40 price tag for PC is well worth it and there are microtransactions but PURELY cosmetic and you can get everything just by playing the game.… Expand"
24,TsunamicProduct,"May 25, 2016",10,"The first shooter that I have played in a long time that I don't need friends to have fun.  The unique characters, good maps, and great feel to the game.  It is the complete package if you are looking for an objective based shooter with unique characters/classes."
25,willyzone,"May 25, 2016",6,"I think the game is a bit overrated , it could be a freee to play but is not.Also the game dosent have the depth of a blizzard game , in 2 min you know how to play overwatch , and is very easy to dominate it so it could be borring then , also 21 champions is not acceptable and there are only few maps.By the moment is not a great game , poor content , lets see in 5 months"
26,BludGeonT,"May 25, 2016",10,"I have played FPS games since they were incepted, back to the days of Duke Nukem 3D.  I am a twitch gamer and have played many, many FPS games through the years.  I started playing Overwatch in mid Feb 2016 and I was instantly hooked.  It has been a long time since I've had an addiction to a video game and this game has consumed me.  I don't know what it is about it, but the thought thatI have played FPS games since they were incepted, back to the days of Duke Nukem 3D.  I am a twitch gamer and have played many, many FPS games through the years.  I started playing Overwatch in mid Feb 2016 and I was instantly hooked.  It has been a long time since I've had an addiction to a video game and this game has consumed me.  I don't know what it is about it, but the thought that went into every single move that heroes do is finely tuned and well balanced, the sounds are amazing - everything has a meaning.  The graphics are astounding.  The game also has many colorblind options to help players see what they should be seeing, which includes me and my red/green/purple color blindedness.  People and reviewing magazines cry about micro transactions in the game, give me a break.  The loot boxes are cosmetics ONLY and don't give any advantage to the players, you can play this game just the same if you never bought any additional loot boxes, so that CG magazine reviewer can go pound sand, clearly his write up is biased and maybe he should go play battleborn.  I give this game a 10/10 and when you reach level 25, the competitive mode comes into play where matches will last a good 20 to 30 minutes.  See you in the battlefield.… Expand"
27,CesarTheSalad,"May 25, 2016",10,"I've played for months now since the closed betas, and I'm still addicted to it. It's just plain fun, and I don't see it becoming otherwise for a long time. If you like TF2-like shooters, you'll love Overwatch."
28,Rtheom,"May 25, 2016",6,"It was okay and I'd play it if it was free. Unfortunately, I already went through the ""online only for a lot of money"" phase with Titanfall and I'm no willing to make that mistake again. It was mildly entertaining, but I was bored with it by the end of the beta. Maybe this will be worthwhile once it becomes free in a year."
29,FreeZie,"May 25, 2016",7,"I have the game and will continue playing it mostly because of the passion in the community and that it's pretty fun. It's a great game for people that are starting fps games or who are more interested in moba's because aim isn't as important in this game as it is in games like counter strike or team fortress 2. However, I don't think it's a great competitive game. The game is really easyI have the game and will continue playing it mostly because of the passion in the community and that it's pretty fun. It's a great game for people that are starting fps games or who are more interested in moba's because aim isn't as important in this game as it is in games like counter strike or team fortress 2. However, I don't think it's a great competitive game. The game is really easy to learn and less skillful than other fps games because alts and ability's are the most important and they are extremely easy to use.… Expand"
30,Ralyx,"May 25, 2016",10,"Best game ver , Free of aimbots
- Pretty good and consistent artstyle
- Cool heroes with distinct abilities
- Fluid and polished combat
- Simple to pick up, but has enough depth to not get bored quickly
- Great performance even on older machines
- Engaging gameplay centered on objectives."
31,Nataraja,"May 25, 2016",8,"Overwatch is essential the updated version of Team Fortress 2, but in my mind is more polished and varied.  Its also a great experience that is simply fun.  Unfortunately it is online competitive multiplayer only and unless you get the PC version ($40 for the base game) you are stuck with the Origins edition for consoles with a $60 price tag - which is definitely $20 more than it shouldOverwatch is essential the updated version of Team Fortress 2, but in my mind is more polished and varied.  Its also a great experience that is simply fun.  Unfortunately it is online competitive multiplayer only and unless you get the PC version ($40 for the base game) you are stuck with the Origins edition for consoles with a $60 price tag - which is definitely $20 more than it should be!

With that aside, Overwatch is a great FPS competitive multiplayer game that is easy to pick up and play.  Each character is very unique and fun to play.

GRAPHICS: Great detail and love in the maps and to the characters - its very upbeat and lighthearted and works very well with a smooth 60 FPS.

SOUND:  Great sound design with good banter and indicators as well as source to reception variability.

SOUNDTRACK: Not amazing but fits with the game for sure.

VOICE: Well voice acted with small tidbits of sayings and emotes - not a big part of the game but is well done none the less and adds to the enjoyment.

GAME PLAY: Incredibly varied and fun but released with only 4 modes and 12 maps.

REPLAYABILITY: Very replayable and is is built for replay and hopefully free updates will expand the content, but this is Activision that is publishing it and microtransactions are already present - so one will most likely have to pay for every piece of additional content.

For me the game is worth $40 and I will get $40 worth of enjoyment out of it.  If you are on the fence, see if you can try it on console or rent it for a console to see if it fits for you.  If you like Team Fortress at all, then I think you will really enjoy this title.… Expand"
32,MisterShmi,"May 25, 2016",10,"A hallmark of game design. The only reason the user score is mediocre is because of salty trolls who feel like they have to get on and bash the game even though they only played a few hours in the open beta and decided it wasn't ""hard core"" enough for them."
33,Jobbo,"May 25, 2016",9,"pleasantly surprised with this. Picked it up on a whim in my lunch break yesterday. Nothing like the usual online shooters. Every character is completely different, some of which are completely useless for taking enemies down but can win games by healing or buffing damage for the rest of the party. Very refreshing to play a game like this, not shoot any one at all during the match andpleasantly surprised with this. Picked it up on a whim in my lunch break yesterday. Nothing like the usual online shooters. Every character is completely different, some of which are completely useless for taking enemies down but can win games by healing or buffing damage for the rest of the party. Very refreshing to play a game like this, not shoot any one at all during the match and still get featured in the ""play of the match "" video at the end for being top healer.

The character design is Pixar quality and dripping with personality. The levels and game types are also top notch.

Only negative point for me so far is the stupidity of the player base. its extremely frustrating to pick a support class then have the rest of your team be composed completely with widow maker and reaper, despite the game telling the team in big letters that we have no tanks or defensive players. People are idiots.

if you have a team of 6 friends to play with then I can see this being as close to gaming perfection as you can get… Expand"
34,JerasTheBear,"May 25, 2016",10,"Fun and Fast-paced. Blizzard has created a Team based shooter to rival TF2 in how much fun it is. Never have I been this captivated by a shooter in a long time. A must buy if you are a fan of shooters and a fan of good games. Looking forward to the free updates this game will bring. Well done Blizzards, Well done."
35,Eisenhart,"May 25, 2016",9,"Extremely well-executed, presented and made game. It delivers on what it promises with no caveats.

Not a perfect score only because they removed the Competitive Mode (which was available back in Closed Beta), though it seems like they'll put it back soon."
36,Netherscourge,"May 25, 2016",7,"Don't be fooled by all the high review scores from other sites. The reviewers are binge-playing the game, at launch, when there are tons of people in games and Loot Crates via leveling comes early and often at these early levels. But after they finish the review, they stop playing the game. So in their mind, the game will always be that much fun and rewarding, when it fact it will not asDon't be fooled by all the high review scores from other sites. The reviewers are binge-playing the game, at launch, when there are tons of people in games and Loot Crates via leveling comes early and often at these early levels. But after they finish the review, they stop playing the game. So in their mind, the game will always be that much fun and rewarding, when it fact it will not as it currently stands. But they were left with a good impression just based on the first ~40 hours or so they played it and they will move onto other games to review.

RIGHT NOW, yea, the game is fun. But there is an eventual problem:

-After a couple weeks, when you're taking a lot longer to level up, the Loot Crates take much longer to come by. You won't be seeing any rewards for just playing the game. That EXP bar will be moving in very slow chunks. You'll be tempted to spend MORE money on Cosmetic Loot Crates in the Blizzard Shop.

-Blizzard better add a HELL OF A LOT MORE GAME MODES - NOT JUST MAPS OR NEW TOONS. THREE game modes?... That's it? That will get boring and repetitive real fast. In fact, it's already boring and repetitive.

-The game is not worth $40, much less $60. It should be free-to-play. It is very light on content, has zero class/loadout customization outside of cosmetics and they have a Microtransaction Shop to let you BUY Cosmetic Loot Crates if you don't even feel like playing the game that much.

These review sites are completely ignoring the long-term value of the game, of which there is very little to look forward to at the moment. They've been sucked into the intro experience and are not weighing what's to come, which appears to be just more cosmetic additions to the game.

My review? 7/10 until Blizzard adds something more to this game. Maybe even some sort of co-op PvE mission-based stuff. Only reason I'm scoring it this high is because I do have faith in Blizzard to update and improve the game down the road. They have dramatically changed games like Diablo 3 and World of Warcraft with patches over the years, so there is hope. But how far down the road?. The core gameplay engine is solid, but there is very little to do with it in this game except run around in circles shooting at other people running around in circles. And your only rewards are a random assortment of cosmetic clothing or decals for 21 different characters, some you might not ever bother playing. It's not enough to give this game legs, IMO.

6 vs 6 is already tiring. Blizzard can do better than this.… Expand"
37,elitedata,"May 25, 2016",1,"Epileptic, brainless and overrated shooter. The game has nice visuals and style, Blizzard has brilliant artists and animators. But gameplay is a primitive as hell and completely brain-dead. The game is not about tactics as some people say. It's only about nerding and reflexes."
38,mac1275,"May 25, 2016",10,"Don't trust the overall user score.  For some bizaro reason, a bunch of users are attacking the game based on some weird misconception and they haven't actually played the game at all.  When words like porn are being used to describe the game, then something is up.  There are a couple of slightly sexualized characters, but for the most part, the game is completely tame and entirely worthyDon't trust the overall user score.  For some bizaro reason, a bunch of users are attacking the game based on some weird misconception and they haven't actually played the game at all.  When words like porn are being used to describe the game, then something is up.  There are a couple of slightly sexualized characters, but for the most part, the game is completely tame and entirely worthy of a T rating.   The game is amazing and much like Splatoon (a game similarly bashed for a lack of content) there is a lot of content still to come.… Expand"
39,DAVC,"May 25, 2016",10,Overwatch is amazing!.......................................................................................................................................................................................................
40,Kuf,"May 25, 2016",10,"Smooth, polished and FUN. If you liked TF2 you will LOVE Overwatch.
Great comeback mechanics make each round exciting. Rounds are short enough that if you get steamrolled you can quickly re-queue and get a different game. 10/10 would buy again."
41,Thalanos,"May 25, 2016",10,"I was skeptical on whether this game would be good or not but I have to say I do not regret my purchase at all. There are 21 characters at the moment and I enjoy playing every single one of them. For $40 this is highly worth it. There are micro transactions and that may turn some people off but they are only for loot crates which contain skins, sprays, emotes, etc. and you are not requiredI was skeptical on whether this game would be good or not but I have to say I do not regret my purchase at all. There are 21 characters at the moment and I enjoy playing every single one of them. For $40 this is highly worth it. There are micro transactions and that may turn some people off but they are only for loot crates which contain skins, sprays, emotes, etc. and you are not required to buy them to obtain these items. Every time your account levels up, you receive one loot crate, and there is no ""level cap"" so you can receive as many boxes as you want for free. Honestly, it seems like most of the negative reviews are coming from angry Battleborn fanboys that are sad their game is dying already.… Expand"
42,iizepic128,"May 25, 2016",10,"this is the most fun you will ever have on with a co-op based game (or any game for that matter). From the diverse cast of fun and colorful characters from across the world, to the intriguing mythos of the surrounding global catastrophe, the game is incredible, easy to play, hard to master, and insanely fun for players of all skill levels. Seasoned vets will be intrigued by findingthis is the most fun you will ever have on with a co-op based game (or any game for that matter). From the diverse cast of fun and colorful characters from across the world, to the intriguing mythos of the surrounding global catastrophe, the game is incredible, easy to play, hard to master, and insanely fun for players of all skill levels. Seasoned vets will be intrigued by finding strategies to take down even the toughest of heros, learning each character and their strengths and weaknesses, while new players will be attracted by the ease of play, and just straight up fun.

there is one flaw though, and this is the flaw that is always with this kind of team based shooter, and that is the Team Fortress curse as i call it:
4 tank players,
no medics,
2 offensive players.

this is every team ever and that's because everyone wants to be the big robot that wrecks everything, and no one wants to be supports.

The way Overwatch attempts to fix this is by offering kick-ass supports that even early learners can play and that actually function as viable characters.

TL;DR:
It's a ton of fun. go buy this game. you will thank me.… Expand"
43,AizWallenstein,"May 25, 2016",0,"2 game mode
no teamplay request
no balance heroes
as im tf2 player seems game nothing brings new thinks to me
and probly game microtransactions become very annoying at next ( look at heartstone same cards with windowed bla bla thinks )
and last think 40 euro in europe LOL"
44,bikashyap,"May 25, 2016",10,"Great game. A bit more work on matchmaker would be great.
It will need a week to get understanding of the game before actually commenting, as it seems shallow at first, but is actually quite deep. Definitely not f2p, with the polish level."
45,bumlife,"May 25, 2016",10,"First time buying a game and buying gaming peripherals with it without any beta test experience and/or watching/reading reviews. I just fell in love with the game. very addictive. few to none down time during the game. Every match has its own unique characteristic, attributes and memories to enjoy. if you havent bought it yet, please do so. Know why? Because the world needs more heroes!"
