,names,dates,scores,reviews
27,AndersBjorkman,"Jan 27, 2022",8,"I have played over 500 hours of Overwatch. Many great memories, and of course some bad (some extreme instances of toxicity and so on)

Graphics, characters and so on are good.
But the game has suffered from a lack of updates (new maps/heroes) and the balancing at times have been lackluster.

The game is much more enjoyable if you play with people you know! This is what the game wasI have played over 500 hours of Overwatch. Many great memories, and of course some bad (some extreme instances of toxicity and so on)

Graphics, characters and so on are good.
But the game has suffered from a lack of updates (new maps/heroes) and the balancing at times have been lackluster.

The game is much more enjoyable if you play with people you know! This is what the game was designed for. Playing with strangers can be fun.. but it can at times also be horrible. Absolutely horrible

The matchmaking system is the worst in any competitive game I have played, and those are quite a lot since I've been gaming for over 25 years. There are many conspiracy theories (50% win rate algorithms, intermittent reinforcement and so on). Never before have I rolled so many people, and been rolled so many times. Also a lot of smurfs in the game, some of them my friends (who have played since release and have many accounts, but are actually grandmaster/masters/high diamond). This sucks for people who face them.

All in all, a good game, that has issues, and a really missed opportunity from Blizzard. The playerbase has dropped significantly from a few years ago, and many feel the game is neglected by Blizzard, who are putting their efforts into overwatch 2.

Could have been a 10/10, in it's current state it's a 7-8/10. Hoping some Microsoft direction and money can fix it, and that Overwatch 2 is a success xD… Expand"
28,Akopov7818,"Jan 26, 2022",2,"Матчмейкинг не работает.
Система репортов не работает.
Значимых обновлений нет давным-давно.
Часто ищешь игру  от от пяти до десяти минут, после чего тебя закидывает в матч, где до поражения осталось пара-тройка секунд, и тебя закинуло вместо того, кто ливнул перед самым окончанием катки.Матчмейкинг не работает.
Система репортов не работает.
Значимых обновлений нет давным-давно.
Часто ищешь игру  от от пяти до десяти минут, после чего тебя закидывает в матч, где до поражения осталось пара-тройка секунд, и тебя закинуло вместо того, кто ливнул перед самым окончанием катки."
29,UrbanEelf,"Jan 17, 2022",7,one of the best games I've ever played one of the best games I've ever played
30,JackPlack,"Jan 14, 2022",7,"Best PvP game.
Lot of characters, modes, not many cheaters, still one of the best art/graphics, very fun
but:
- last few years im playing only arcade - mysterious heroes - why? They have no idea how to balance competitive matchmaking. Playing few best characters is so boring, a specially its has no RPG level up system and i dont like to improve clicking skills for fun. Better would beBest PvP game.
Lot of characters, modes, not many cheaters, still one of the best art/graphics, very fun
but:
- last few years im playing only arcade - mysterious heroes - why? They have no idea how to balance competitive matchmaking. Playing few best characters is so boring, a specially its has no RPG level up system and i dont like to improve clicking skills for fun. Better would be some racing game for this.
- they could do competitive dynamic equal character balance for example once 1-3-2 v 1-3-2 another time 2-2-2 vs 2-2-2
- i don't like competitive tickets, reputation level - they are little wrong
- every game should have some info - for example - unwinnable game or evening unwinnable game
There are part of days when u win easily 10 per row matches and another part of day loose easily 10
Would be less frustrating when maybe would be some info or more intelligent matchmaking observing more factors.… Expand"
31,vlecp,"Dec 21, 2021",5,"OverWatch has a great variety of heroes to play. 32 characters over all that are split into 3 groups. Tank, support and damage. This system was forced some time ago into a 2/2/2 system. 2 tanks, 2 healers and 2 damage. Before it was that you could pick any. This system was even pushed onto casual modes. This leads to high queue times as a damage while tanks and supports got a near instantOverWatch has a great variety of heroes to play. 32 characters over all that are split into 3 groups. Tank, support and damage. This system was forced some time ago into a 2/2/2 system. 2 tanks, 2 healers and 2 damage. Before it was that you could pick any. This system was even pushed onto casual modes. This leads to high queue times as a damage while tanks and supports got a near instant queue. Blizzard has repeated the same mistake they have done in World of Warcraft. The reason for this system was because they could not balance around a specific strategy called ""goats"".

Out of these 32 characters, only a couple of them are viable if you want to win. Especially in ranked. Blizzard managed to bring imbalance into such as small number of available heroes to play. The damage role has 17 heroes to play. Out of these 17 only a handful are viable to play. 7 tanks, 3 are viable at best, 2 at worst. 6 support characters, 3 are viable if you play a high rank, 2 are viable if you don't. The hero balance is awful. If you don't have 2 viable heroes but the other team got them? That's a lost game. Only 32 characters and they managed to have an insane imbalance. Tanks are not very much played because the ones that are viable are simply not fun if you have to play them every single game to win.

There hasn't been any new content for the last 2 or so years as Blizzard works on OverWatch 2. There hasn't been any news about it or anything really. But Blizzard abandoned OverWatch as a game. Seemingly OverWatch 2 is OverWatch but with an added PvE mode. Nobody knows what the developers are doing at this point.

The maps are ok. I am just wondering how nobody ever at the development team stopped for a moment on Horizon Lunar Colony and Paris and went ""Maybe this is design wise not a good choice"". These two maps are the worst and many people skip them. They were removed from competitive games because they are that terrible. The latest added map was a deathmatch map for reasons beyond mortal understanding. Nobody plays deathmatch.

The report system is automated and stack based. Not reviewed by any customer service, so pretty worthless. The message that pops up when you report someone that you report them to ""the Blizzard customer service"" is a straight up lie.

Loot boxes are terrible and should be banned. Not exception from this game for it.

The recent experimental build was great because it came from actual players of the game. This company has people employed for the balance and lore. We have not gotten any significant lore (people ask for an extension of Sigmas lore since ages) since forever and lore additions itself are very rare. The writers are paid to do nothing, same for the balance guys. What a dream job these lazy developers must have.

There was some weird update where they removed all regions, which led to insanely high pings because you were put into servers far away. Since this update my average ping is around 10 higher. Occasionally I am still getting thrown onto NA servers while being in Europe. The matchmaking system has been awful since then too.

The game itself is great if you jump into it for a few rounds as a casual but if you expect anything more then you will be in for a disappointment. This game is good to play a couple of rounds and then stop, otherwise you will notice the heavy flaws very fast. Blizzard completely lost the hype of the game. If you want a better experience play Paladins.

I give it a 5 because it's fun if you don't think about it too much, casuals can still enjoy it and it atleast gets new skins for events. But a lot of points are removed because Blizzard gave up on this game. It seems like they gave up on ALL their games. A shame really because the game could be much more.… Expand"
32,Huevos_il,"Dec 20, 2021",0,"El apasionante multijugador de Visión Activa-Ventisca Rey Zinga Entretenimiento, centrado en el dispensamiento de plomo a través de cilindros metálicos inoxidables que forman parte del cañón de un instrumento que sirve para atacar a una persona o un animal para defenderse de ellos, aunque hemos tenido que mencionar a una persona, dada la gente detrás de esta empresa sería más propio hablarEl apasionante multijugador de Visión Activa-Ventisca Rey Zinga Entretenimiento, centrado en el dispensamiento de plomo a través de cilindros metálicos inoxidables que forman parte del cañón de un instrumento que sirve para atacar a una persona o un animal para defenderse de ellos, aunque hemos tenido que mencionar a una persona, dada la gente detrás de esta empresa sería más propio hablar de animales, perfectamente representados en este juego a través de dos personajes: Bola de demolición/Jamón, un roedor con sobrepeso introducido vilmente en una bola mecanizada de dolor y desesperación (como se puede comprobar en una de sus líneas de voz, biripiribiri), y el más fiel reflejo; Winston, una marca de tabac... ah no, un primate de aparencia superdotada pero que en cuanto le da un estímulo compulsivo saca sus raíces bestiales, como cualquier empleado de esta compañía indie cuando ve a una fémina.

Pero bueno, hablando de Overwatch, ¿qué se puede decir? Lo que todo el mundo sabe, que es una gran sección de contenido pornográfico de la más exquisita calidad, puesto que disponéis de todo: milfs, asiáticas, interracial, morenas, rubias, hardcore, tentáculos, zoofilia y mecanofilia... Ah verdad, que también sacaron un juego... mmmmh...
Bueno, pues os recomiendo que mejor juguéis a ARISTOPUTAS, tiene más y mejor contenido, y así os ahorráis abrir la ventana de incógnito. Ah, y ya de paso si compráis ARISTOPUTAS apoyaréis a una mejor empresa, Cherry Kiss Games. Nosotros no podemos esperar a jugar Vacaciones de Ensueño con mi Harem.… Expand"
33,SonicIsTheBest,"Dec 13, 2021",8,This game is very fun its very cool because you have lots of variety of characters and habilities just good
34,Vonudog,"Dec 10, 2021",10,An original representative of the genre. The game is perfect in everything except support. There is little new content. But this does not make the game itself worse
35,B00tador,"Dec  4, 2021",10,"The best and most accessible multiplayer shooter I've ever played. High skill ceiling, but not inaccessible for newcomers."
36,Nikita98k,"Dec  4, 2021",0,Overwatch is dead/ I was grandmaster tank in season 20 and now its just unplayable. No heroes and good updates in 2 fking years. The most retarded game devs ever to exist.
37,DeviderFar,"Nov 29, 2021",0,The developers abandoned this game. The game has lost its former appeal. This game is dead.
38,AymanEdirson,"Nov 27, 2021",10,"perfect game , fine graphics and really fun compattive game ..............."
39,Rolfgot,"Nov 23, 2021",0,"At the end of 2021 this game is the worst. Especially for moba/webshooter. Many cheaters, unbalance and bugs. And no hope on new anti-cheat system and the second part."
40,IJustWorkHere,"Nov 17, 2021",8,"I was surprised to see such a low user score on Metacritic for Overwatch on PC.   I think it is an amazing FPS and very entertaining.   The performance and graphics are good and when I play I feel like I can contribute to a group effort, unlike some other modern FPS games where there are so many people playing your own contribution is often insignificant in the grand scheme of things.I was surprised to see such a low user score on Metacritic for Overwatch on PC.   I think it is an amazing FPS and very entertaining.   The performance and graphics are good and when I play I feel like I can contribute to a group effort, unlike some other modern FPS games where there are so many people playing your own contribution is often insignificant in the grand scheme of things.    Two thumbs up!… Expand"
41,kruci,"Nov 12, 2021",6,"Zaprzepaszczony potencjał, developerzy zapomnieli o grze po dwóch latach. Przykro"
42,Alex_Smile,"Nov  2, 2021",0,Kaplan killed the game with Doomfist and Brigitte's releases. And the matchmaker will never be fixed. Smurfs forever.
43,Kuluty,"Oct 25, 2021",0,"After the first year the game started having problems with the Smurfs. Solution from Blizzard? Lots of free accounts. Now smurfs are playing against smurfs.
I don't need skins, new events, arcades. I'm here for PVP. And it became regrettable.
---------------------
2021  blizzard makes an important fix. To fight the smurfing of disgruntled players? Of course not. McCree's name change dueAfter the first year the game started having problems with the Smurfs. Solution from Blizzard? Lots of free accounts. Now smurfs are playing against smurfs.
I don't need skins, new events, arcades. I'm here for PVP. And it became regrettable.
---------------------
2021  blizzard makes an important fix. To fight the smurfing of disgruntled players? Of course not. McCree's name change due to disgruntled investors.… Expand"
44,Wewior,"Oct 24, 2021",0,"The new name McCree is a joke and there shouldn't be such a change, no one knows where that name started, everyone has a **** on this man. Everyone associates Mc Cree with Overwatch, what Blizzard has been doing lately is crap, born from a company that made the best games in the world, and the Blizzard brand was associated with high quality, now it's a real joke."
45,MojaveCourier,"Oct 22, 2021",0,"Thanks to the developers for licking the ass of every screaming bastard. It was originally a game with soul, but lazy developers and terrible publishers ruined the game."
46,PinkMurloc,"Oct 15, 2021",1,"God, my hope is burning for NORMAL balance in the game. But no, unfortunately the blizzards don't need this, why try? Matchmaking is what will make you hate the whole human race. The awards are pointless, the cross-platform they came up with is great! Now there is no desire to play at all. The rating game is described simply - hit the bronze or silver, delete the game. Anyway, in any caseGod, my hope is burning for NORMAL balance in the game. But no, unfortunately the blizzards don't need this, why try? Matchmaking is what will make you hate the whole human race. The awards are pointless, the cross-platform they came up with is great! Now there is no desire to play at all. The rating game is described simply - hit the bronze or silver, delete the game. Anyway, in any case - DELETE THE GAME AND DO NOT PLAY ANY MORE, SAVE YOUR NERVES! All that is left to love in this game, only characters and maps, well, that's all. Especially, the Blizzards decided to carry out aggressive segregation of the population. I don't know Korean, I can't speak Korean, few Koreans know English. TEAM PLAY WHERE EVERYONE SPEAKS KOREAN IN THE TEAM. God, this game belongs in the garbage.… Expand"
47,Ordnik,"Oct 11, 2021",0,"Unbalanced and annoying characters.
Terrible community control.
Too much audio and lighting effects, everything is chaos."
48,kktls,"Oct  8, 2021",0,"- characrers balance: crap
- matchmaking system: crap
- support from developers: no
- new content: no
- aim bots: yes
- toxic community: yes"
49,SurfinBard,"Sep 30, 2021",1,"Dead, just unplayable. There are 10 players left and 9 of them are cheating. Blizzard doesn't care."
50,donaramu,"Sep 24, 2021",10,"This is by far one of the best PC games I've ever played. I didn't start playing until 2017. Even in 2019, they're still adding stuff and not charging you for some bs DLC"
51,bmywuk,"Sep 18, 2021",5,"Recent lags that can go on for weeks or even months make the game simply unplayble. No other game I play has such laggy servers. Also, lots of smurfs. Imbalance with every update. Finally, you should pay to change your nickname. Disgusting."
52,Fur7ous,"Sep  4, 2021",0,"Позорище всей игровой индустрии. Баланс говно, поиск говно, игра говно."
53,slaithe,"Sep  2, 2021",3,"Much to love, more to hate.  Lacks content and updates.  Persistent balance problems.  Forced Overwatch League.  Matchmaking uses hidden metric (MMR) and uses handicapping scheme rather than getting best available similar skill players in the same match.  Rewards bad players and punishes good players.  Very anti-competitive.  Players can make their profile private and it's private byMuch to love, more to hate.  Lacks content and updates.  Persistent balance problems.  Forced Overwatch League.  Matchmaking uses hidden metric (MMR) and uses handicapping scheme rather than getting best available similar skill players in the same match.  Rewards bad players and punishes good players.  Very anti-competitive.  Players can make their profile private and it's private by default, now.  Lacks real scoreboard.  Medal system doesn't really encourage teamwork.  Competitive mode really isn't much better, if at all, than Quick Play.  One would expect much more from Blizzard.  Forced political, social themes, but most of that is kept to offline mediums.   It's pretty, flashy, but lacks substance.  Good for some distraction, until its flaws become glaring.… Expand"
54,Kaijoya,"Aug 31, 2021",9,"It's very polished and well made game i had alot of fun playing it, Has alot of characters with thier own unique abilities and a fun maps to play, and the reason i put a score of 9 instead of 10 would be for the latest updates with the meta of the play, It becomes not fun to play a certain characters that mandatory for the meta to win (specially in the double-shield meta)."
55,LethalGhost,"Aug 30, 2021",2,Fix your game and company not character name. Developers doing whatever they want but not what users or game needed.
56,Claw_PL,"Aug 29, 2021",8,"It's  great game. It delivers a lot of fun and hours of great game play,graphics are astonishing."
57,BaBka_YaGGa,"Aug 28, 2021",1,"Blizzard переименовали Маккри, игра плохая, как и сама компания, той blizzard больше нет, желаю быстрее им утонуть."
58,Piligrim380,"Aug 26, 2021",1,"Blizzards are ready to mutilate their games, cut content.  SJW toxic, that's who they are."
59,11111111111111w,"Aug 24, 2021",0,"Complete **** garbage game. The community base are filled with incompetents that can't even play a game properly. Not recommended at all, don't waste your time and money."
60,mothatruka,"Aug 22, 2021",0,"Horrible balance. Loads of cheaters / smurfs. Ridiculous waiting times. No content.
The game is in a deplorable state and it has been completely abandoned by the devs."
61,YOhohoo,"Aug 22, 2021",0,Dead game filled with cheaters. Blizzard doesn't deserve your money. They gave up a long time ago
62,Swoozle,"Aug 22, 2021",0,savemyscoremetacritic75charactersneededdddddddddddddddddddddddddddddddddddd
63,maxrev,"Aug 14, 2021",3,"Played since Beta, characters are fantastic, maps are poorly designed, matchmaking has always been horrific. Competitive is nothing more than a time killer, no real enjoyment as it feels like rolling the dice every game you play. Pass on this one at this point, and keep the expectations low for the sequel."
64,defenz,"Aug  8, 2021",4,⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
65,xqc1,"Aug  8, 2021",0,Got suspended for a month for telling **** players they were ****. Literally the worst game Ive ever played. Ranking system sucks cock
66,fp13,"Aug  6, 2021",0,"JUST AWFUL

Let's explain this:
1) Broken matchmaking - you will play with 1-50 level every round, they will be everythere in ranked, in arcade, in quicks, in your bed and they will occupaed your dog doghouse. I don't joke, every game will random roulette who will have more lowest leveд in their team. Nice job Blizzard!
2) No new content since 2 years - just new skins and ofcJUST AWFUL

Let's explain this:
1) Broken matchmaking - you will play with 1-50 level every round, they will be everythere in ranked, in arcade, in quicks, in your bed and they will occupaed your dog doghouse. I don't joke, every game will random roulette who will have more lowest leveд in their team. Nice job Blizzard!
2) No new content since 2 years - just new skins and ofc LOOTBOXES. Nice jib, Blizzard!
3) Bug and lags - every update broke game as hell, they fired all testers? Or they don't treir job and just harassment girls on their work places? Anyway, some bugs will make you funny, some angry you, but game still have them for 5 years! Nice job Blizzard
4) Reports doesnt work. Teammate can write about politics, say wrong about your family or just stay at base all game - there is no punishment for such behavor. Only for ""N"" word. Nice job Blizzard.

Pros:
- Good characters disign and models.

I can write forever about OW cons, but actually at this moment it's not a game. This is just character sheet for SFM NSFW videos and nothing more. Blizzard it's company thatss worth to be forgotten.… Expand"
67,thepigeonman3,"Aug  5, 2021",5,"gets repetitive and annoying after a while. seems to be a game with a steadily downhill future. tank and support simply arent fun roles to play for most people, as dps are much more capable of getting kills, yet the game is balanced around only have 2/6 players in that role."
68,zucchan,"Aug  2, 2021",7,An interesting multiplayer game. A little bit difficult for a beginner like me but still a lot of fun to play
69,AJCk19,"Jul 27, 2021",8,"The people who are giving this a low score, are 100% justified. The only reason why I'm not giving it a lower score myself. Is that I think there is only so much you can take away from these weaknesses. Also, I did enjoy it.

PROS:
has the most fun esport scene.
big selection of heroes, with different personalities, background, abilities, play styles, and diversity.
addictive.
lotsThe people who are giving this a low score, are 100% justified. The only reason why I'm not giving it a lower score myself. Is that I think there is only so much you can take away from these weaknesses. Also, I did enjoy it.

PROS:
has the most fun esport scene.
big selection of heroes, with different personalities, background, abilities, play styles, and diversity.
addictive.
lots of extra content.
bests to play with friends and form a team.
all round great game in every other aspect you can think of.

CONS:
why punish us for a team mate leaving?
why don't we get a ban map and ban hero function, like other MOBA games?
why can't a player who played well gain SR, despite his trolling team mates losing him the game?… Expand"
70,mugaro4201,"Jul 27, 2021",0,игра полный говно кучу читеров и донат влеяет на игру и в игре нет VAC
71,JanekDelux,"Jul 17, 2021",6,"This game delivers a lot of fun when you are playing with coordinated group. The characters are fun and all have something only they can do. My complaint is that the meta is unbalanced a lot of the time and some characters counter entire class. Not to mention, most of the time when you are playing alone your teammates are not even on voicechat.

Overall I would say this game is okay, butThis game delivers a lot of fun when you are playing with coordinated group. The characters are fun and all have something only they can do. My complaint is that the meta is unbalanced a lot of the time and some characters counter entire class. Not to mention, most of the time when you are playing alone your teammates are not even on voicechat.

Overall I would say this game is okay, but has some serious problems that need to be fixed in order to make it a better experience.

6.4/10… Expand"
72,Maurer,"Jul 12, 2021",7,"I love the PvE events, cant wait for OV2 for the ala' story line. Gameplay is very entertaining but heroes ""balance"" changes are taken from the as*. Poor antycheat. Opening the crates is addicting."
73,fortigas,"Jul  7, 2021",0,"Muy mal balance de personajes, el juego termina aburriendo luego de 3 o 4 partidas, el nivel de jugadores es muy pobre, te encuentras practicamente el mismo criterio en competitivas que en quickplays o arcades, no hay diferencia, personajes de apoyo haciendo de DPS, en fin una larga lista y anuncian ahora OW 2, pues mucha suerte y que les vaya bien aunque con tanto niño rata tendran muchaMuy mal balance de personajes, el juego termina aburriendo luego de 3 o 4 partidas, el nivel de jugadores es muy pobre, te encuentras practicamente el mismo criterio en competitivas que en quickplays o arcades, no hay diferencia, personajes de apoyo haciendo de DPS, en fin una larga lista y anuncian ahora OW 2, pues mucha suerte y que les vaya bien aunque con tanto niño rata tendran mucha venta en ese sector, cada vez lo juego menos y creo que ya no tardo en desinstalarlo.… Expand"
